Temp , Taille , ex , num
(16:27:52.741)  ,     12942 ,   2 ,  149
(16:27:52.743)  ,     13028 ,   2 ,  150
(16:27:52.746)  ,     13114 ,   2 ,  151
(16:27:52.748)  ,     13200 ,   2 ,  152
(16:27:52.750)  ,     13286 ,   2 ,  153
(16:27:52.752)  ,     13372 ,   2 ,  154
(16:27:52.754)  ,     13458 ,   2 ,  155
(16:27:52.756)  ,     13544 ,   2 ,  156
(16:27:52.758)  ,     13630 ,   2 ,  157
(16:27:52.763)  ,     13716 ,   2 ,  158
(16:27:52.765)  ,     13802 ,   2 ,  159
(16:27:52.766)  ,     13888 ,   2 ,  160
(16:27:52.768)  ,     13974 ,   2 ,  161
(16:27:52.770)  ,     14060 ,   2 ,  162
(16:27:52.772)  ,     14146 ,   2 ,  163
(16:27:52.773)  ,     14232 ,   2 ,  164
(16:27:52.776)  ,     14318 ,   2 ,  165
(16:27:52.778)  ,     14404 ,   2 ,  166
(16:27:52.780)  ,     14490 ,   2 ,  167
(16:27:52.782)  ,     14576 ,   2 ,  168
(16:27:52.784)  ,     14662 ,   2 ,  169
(16:27:52.785)  ,     14748 ,   2 ,  170
(16:27:52.787)  ,     14834 ,   2 ,  171
(16:27:52.789)  ,     14920 ,   2 ,  172
(16:27:52.791)  ,     15006 ,   2 ,  173
(16:27:52.794)  ,     15092 ,   2 ,  174
(16:27:52.796)  ,     15178 ,   2 ,  175
(16:27:52.798)  ,     15264 ,   2 ,  176
(16:27:52.800)  ,     15350 ,   2 ,  177
(16:27:52.802)  ,     15436 ,   2 ,  178
(16:27:52.804)  ,     15522 ,   2 ,  179
(16:27:52.807)  ,     15608 ,   2 ,  180
(16:27:52.809)  ,     15694 ,   2 ,  181
(16:27:52.812)  ,     15780 ,   2 ,  182
(16:27:52.814)  ,     15866 ,   2 ,  183
(16:27:52.816)  ,     15952 ,   2 ,  184
(16:27:52.817)  ,     16038 ,   2 ,  185
(16:27:52.819)  ,     16124 ,   2 ,  186
(16:27:52.822)  ,     16210 ,   2 ,  187
(16:27:52.824)  ,     16296 ,   2 ,  188
(16:27:52.827)  ,     16382 ,   2 ,  189
(16:27:52.830)  ,     16468 ,   2 ,  190
(16:27:52.832)  ,     16554 ,   2 ,  191
(16:27:52.834)  ,     16640 ,   2 ,  192
(16:27:52.837)  ,     16726 ,   2 ,  193
(16:27:52.839)  ,     16812 ,   2 ,  194
(16:27:52.842)  ,     16898 ,   2 ,  195
(16:27:52.846)  ,     16984 ,   2 ,  196
(16:27:52.848)  ,     17070 ,   2 ,  197
(16:27:52.852)  ,     17156 ,   2 ,  198
(16:27:52.854)  ,     17242 ,   2 ,  199
(16:27:52.858)  ,     17328 ,   2 ,  200
(16:27:52.862)  ,     17414 ,   2 ,  201
(16:27:52.864)  ,     17500 ,   2 ,  202
(16:27:52.867)  ,     17586 ,   2 ,  203
(16:27:52.869)  ,     17672 ,   2 ,  204
(16:27:52.871)  ,     17758 ,   2 ,  205
(16:27:52.874)  ,     17844 ,   2 ,  206
(16:27:52.877)  ,     17930 ,   2 ,  207
(16:27:52.880)  ,     18016 ,   2 ,  208
(16:27:52.882)  ,     18102 ,   2 ,  209
(16:27:52.884)  ,     18188 ,   2 ,  210
(16:27:52.887)  ,     18274 ,   2 ,  211
(16:27:52.889)  ,     18360 ,   2 ,  212
(16:27:52.892)  ,     18446 ,   2 ,  213
(16:27:52.896)  ,     18532 ,   2 ,  214
(16:27:52.898)  ,     18618 ,   2 ,  215
(16:27:52.900)  ,     18704 ,   2 ,  216
(16:27:52.902)  ,     18790 ,   2 ,  217
(16:27:52.904)  ,     18876 ,   2 ,  218
(16:27:52.906)  ,     18962 ,   2 ,  219
(16:27:52.908)  ,     19048 ,   2 ,  220
(16:27:52.912)  ,     19134 ,   2 ,  221
(16:27:52.915)  ,     19220 ,   2 ,  222
(16:27:52.925)  ,     19306 ,   2 ,  223
(16:27:52.934)  ,     19392 ,   2 ,  224
(16:27:52.943)  ,     19478 ,   2 ,  225
(16:27:52.952)  ,     19564 ,   2 ,  226
(16:27:52.959)  ,     19650 ,   2 ,  227
(16:27:52.965)  ,     19736 ,   2 ,  228
(16:27:52.969)  ,     19822 ,   2 ,  229
(16:27:52.972)  ,     19908 ,   2 ,  230
(16:27:52.980)  ,     19994 ,   2 ,  231
(16:27:52.984)  ,     20080 ,   2 ,  232
(16:27:52.988)  ,     20166 ,   2 ,  233
(16:27:52.993)  ,     20252 ,   2 ,  234
(16:27:52.998)  ,     20338 ,   2 ,  235
(16:27:53.002)  ,     20424 ,   2 ,  236
(16:27:53.007)  ,     20510 ,   2 ,  237
(16:27:53.013)  ,     20596 ,   2 ,  238
(16:27:53.017)  ,     20682 ,   2 ,  239
(16:27:53.022)  ,     20768 ,   2 ,  240
(16:27:53.029)  ,     20854 ,   2 ,  241
(16:27:53.032)  ,     20940 ,   2 ,  242
(16:27:53.035)  ,     21026 ,   2 ,  243
(16:27:53.039)  ,     21112 ,   2 ,  244
(16:27:53.046)  ,     21198 ,   2 ,  245
(16:27:53.048)  ,     21284 ,   2 ,  246
(16:27:53.050)  ,     21370 ,   2 ,  247
(16:27:53.052)  ,     21456 ,   2 ,  248
(16:27:53.054)  ,     21542 ,   2 ,  249
(16:27:53.070)  ,     21628 ,   2 ,  250
(16:27:53.080)  ,     21714 ,   2 ,  251
(16:27:53.088)  ,     21800 ,   2 ,  252
(16:27:53.098)  ,     21886 ,   2 ,  253
(16:27:53.107)  ,     21972 ,   2 ,  254
(16:27:53.117)  ,     22058 ,   2 ,  255
(16:27:53.126)  ,     22144 ,   2 ,  256
(16:27:53.136)  ,     22230 ,   2 ,  257
(16:27:53.142)  ,     22316 ,   2 ,  258
(16:27:53.153)  ,     22402 ,   2 ,  259
(16:27:53.164)  ,     22488 ,   2 ,  260
(16:27:53.173)  ,     22574 ,   2 ,  261
(16:27:53.185)  ,     22660 ,   2 ,  262
(16:27:53.196)  ,     22746 ,   2 ,  263
(16:27:53.204)  ,     22832 ,   2 ,  264
(16:27:53.216)  ,     22918 ,   2 ,  265
(16:27:53.226)  ,     23004 ,   2 ,  266
(16:27:53.236)  ,     23090 ,   2 ,  267
(16:27:53.246)  ,     23176 ,   2 ,  268
(16:27:53.253)  ,     23262 ,   2 ,  269
(16:27:53.265)  ,     23348 ,   2 ,  270
(16:27:53.272)  ,     23434 ,   2 ,  271
(16:27:53.296)  ,     23520 ,   2 ,  272
(16:27:53.304)  ,     23606 ,   2 ,  273
(16:27:53.316)  ,     23692 ,   2 ,  274
(16:27:53.324)  ,     23778 ,   2 ,  275
(16:27:53.334)  ,     23864 ,   2 ,  276
(16:27:53.346)  ,     23950 ,   2 ,  277
(16:27:53.354)  ,     24036 ,   2 ,  278
(16:27:53.367)  ,     24122 ,   2 ,  279
(16:27:53.375)  ,     24208 ,   2 ,  280
(16:27:53.384)  ,     24294 ,   2 ,  281
(16:27:53.393)  ,     24380 ,   2 ,  282
(16:27:53.400)  ,     24466 ,   2 ,  283
(16:27:53.407)  ,     24552 ,   2 ,  284
(16:27:53.417)  ,     24638 ,   2 ,  285
(16:27:53.431)  ,     24724 ,   2 ,  286
(16:27:53.440)  ,     24810 ,   2 ,  287
(16:27:53.450)  ,     24896 ,   2 ,  288
(16:27:53.457)  ,     24982 ,   2 ,  289
(16:27:53.467)  ,     25068 ,   2 ,  290
(16:27:53.475)  ,     25154 ,   2 ,  291
(16:27:53.485)  ,     25240 ,   2 ,  292
(16:27:53.493)  ,     25326 ,   2 ,  293
(16:27:53.501)  ,     25412 ,   2 ,  294
(16:27:53.514)  ,     25498 ,   2 ,  295
(16:27:53.517)  ,     25584 ,   2 ,  296
(16:27:53.519)  ,     25670 ,   2 ,  297
(16:27:53.522)  ,     25756 ,   2 ,  298
(16:27:53.525)  ,     25842 ,   2 ,  299
(16:27:53.528)  ,     25928 ,   2 ,  300
(16:27:53.531)  ,     26014 ,   2 ,  301
(16:27:53.533)  ,     26100 ,   2 ,  302
(16:27:53.535)  ,     26186 ,   2 ,  303
(16:27:53.538)  ,     26272 ,   2 ,  304
(16:27:53.542)  ,     26358 ,   2 ,  305
(16:27:53.546)  ,     26444 ,   2 ,  306
(16:27:53.549)  ,     26530 ,   2 ,  307
(16:27:53.551)  ,     26616 ,   2 ,  308
(16:27:53.554)  ,     26702 ,   2 ,  309
(16:27:53.558)  ,     26788 ,   2 ,  310
(16:27:53.561)  ,     26874 ,   2 ,  311
(16:27:53.564)  ,     26960 ,   2 ,  312
(16:27:53.566)  ,     27046 ,   2 ,  313
(16:27:53.568)  ,     27132 ,   2 ,  314
(16:27:53.570)  ,     27218 ,   2 ,  315
(16:27:53.574)  ,     27304 ,   2 ,  316
(16:27:53.580)  ,     27390 ,   2 ,  317
(16:27:53.584)  ,     27476 ,   2 ,  318
(16:27:53.591)  ,     27562 ,   2 ,  319
(16:27:53.596)  ,     27648 ,   2 ,  320
(16:27:53.600)  ,     27734 ,   2 ,  321
(16:27:53.605)  ,     27820 ,   2 ,  322
(16:27:53.607)  ,     27906 ,   2 ,  323
(16:27:53.613)  ,     27992 ,   2 ,  324
(16:27:53.615)  ,     28078 ,   2 ,  325
(16:27:53.618)  ,     28164 ,   2 ,  326
(16:27:53.622)  ,     28250 ,   2 ,  327
(16:27:53.625)  ,     28336 ,   2 ,  328
(16:27:53.631)  ,     28422 ,   2 ,  329
(16:27:53.635)  ,     28508 ,   2 ,  330
(16:27:53.639)  ,     28594 ,   2 ,  331
(16:27:53.642)  ,     28680 ,   2 ,  332
(16:27:53.647)  ,     28766 ,   2 ,  333
(16:27:53.652)  ,     28852 ,   2 ,  334
(16:27:53.654)  ,     28938 ,   2 ,  335
(16:27:53.657)  ,     29024 ,   2 ,  336
(16:27:53.659)  ,     29110 ,   2 ,  337
(16:27:53.663)  ,     29196 ,   2 ,  338
(16:27:53.666)  ,     29282 ,   2 ,  339
(16:27:53.670)  ,     29368 ,   2 ,  340
(16:27:53.672)  ,     29454 ,   2 ,  341
(16:27:53.675)  ,     29540 ,   2 ,  342
(16:27:53.679)  ,     29626 ,   2 ,  343
(16:27:53.681)  ,     29712 ,   2 ,  344
(16:27:53.684)  ,     29798 ,   2 ,  345
(16:27:53.687)  ,     29884 ,   2 ,  346
(16:27:53.690)  ,     29970 ,   2 ,  347
(16:27:53.692)  ,     30056 ,   2 ,  348
(16:27:53.697)  ,     30142 ,   2 ,  349
(16:27:53.700)  ,     30228 ,   2 ,  350
(16:27:53.703)  ,     30314 ,   2 ,  351
(16:27:53.706)  ,     30400 ,   2 ,  352
(16:27:53.708)  ,     30486 ,   2 ,  353
(16:27:53.714)  ,     30572 ,   2 ,  354
(16:27:53.717)  ,     30658 ,   2 ,  355
(16:27:53.722)  ,     30744 ,   2 ,  356
(16:27:53.727)  ,     30830 ,   2 ,  357
(16:27:53.730)  ,     30916 ,   2 ,  358
(16:27:53.733)  ,     31002 ,   2 ,  359
(16:27:53.737)  ,     31088 ,   2 ,  360
(16:27:53.740)  ,     31174 ,   2 ,  361
(16:27:53.742)  ,     31260 ,   2 ,  362
(16:27:53.746)  ,     31346 ,   2 ,  363
(16:27:53.748)  ,     31432 ,   2 ,  364
(16:27:53.751)  ,     31518 ,   2 ,  365
(16:27:53.754)  ,     31604 ,   2 ,  366
(16:27:53.758)  ,     31690 ,   2 ,  367
(16:27:53.762)  ,     31776 ,   2 ,  368
(16:27:53.765)  ,     31862 ,   2 ,  369
(16:27:53.768)  ,     31948 ,   2 ,  370
(16:27:53.770)  ,     32034 ,   2 ,  371
(16:27:53.773)  ,     32120 ,   2 ,  372
(16:27:53.776)  ,     32206 ,   2 ,  373
(16:27:53.779)  ,     32292 ,   2 ,  374
(16:27:53.782)  ,     32378 ,   2 ,  375
(16:27:53.785)  ,     32464 ,   2 ,  376
(16:27:53.787)  ,     32550 ,   2 ,  377
(16:27:53.791)  ,     32636 ,   2 ,  378
(16:27:53.795)  ,     32722 ,   2 ,  379
(16:27:53.798)  ,     32808 ,   2 ,  380
(16:27:53.801)  ,     32894 ,   2 ,  381
(16:27:53.804)  ,     32980 ,   2 ,  382
(16:27:53.807)  ,     33066 ,   2 ,  383
(16:27:53.812)  ,     33152 ,   2 ,  384
(16:27:53.815)  ,     33238 ,   2 ,  385
(16:27:53.819)  ,     33324 ,   2 ,  386
(16:27:53.821)  ,     33410 ,   2 ,  387
(16:27:53.824)  ,     33496 ,   2 ,  388
(16:27:53.828)  ,     33582 ,   2 ,  389
(16:27:53.831)  ,     33668 ,   2 ,  390
(16:27:53.834)  ,     33754 ,   2 ,  391
(16:27:53.838)  ,     33840 ,   2 ,  392
(16:27:53.841)  ,     33926 ,   2 ,  393
(16:27:53.846)  ,     34012 ,   2 ,  394
(16:27:53.850)  ,     34098 ,   2 ,  395
(16:27:53.855)  ,     34184 ,   2 ,  396
(16:27:53.861)  ,     34270 ,   2 ,  397
(16:27:53.865)  ,     34356 ,   2 ,  398
(16:27:53.870)  ,     34442 ,   2 ,  399
(16:27:53.875)  ,     34528 ,   2 ,  400
(16:27:53.881)  ,     34614 ,   2 ,  401
(16:27:53.885)  ,     34700 ,   2 ,  402
(16:27:53.888)  ,     34786 ,   2 ,  403
(16:27:53.891)  ,     34872 ,   2 ,  404
(16:27:53.896)  ,     34958 ,   2 ,  405
(16:27:53.898)  ,     35044 ,   2 ,  406
(16:27:53.901)  ,     35130 ,   2 ,  407
(16:27:53.904)  ,     35216 ,   2 ,  408
(16:27:53.906)  ,     35302 ,   2 ,  409
(16:27:53.910)  ,     35388 ,   2 ,  410
(16:27:53.913)  ,     35474 ,   2 ,  411
(16:27:53.915)  ,     35560 ,   2 ,  412
(16:27:53.918)  ,     35646 ,   2 ,  413
(16:27:53.920)  ,     35732 ,   2 ,  414
(16:27:53.923)  ,     35818 ,   2 ,  415
(16:27:53.926)  ,     35904 ,   2 ,  416
(16:27:53.929)  ,     35990 ,   2 ,  417
(16:27:53.931)  ,     36076 ,   2 ,  418
(16:27:53.934)  ,     36162 ,   2 ,  419
(16:27:53.937)  ,     36248 ,   2 ,  420
(16:27:53.939)  ,     36334 ,   2 ,  421
(16:27:53.953)  ,     36420 ,   2 ,  422
(16:27:53.959)  ,     36506 ,   2 ,  423
(16:27:53.967)  ,     36592 ,   2 ,  424
(16:27:53.971)  ,     36678 ,   2 ,  425
(16:27:53.975)  ,     36764 ,   2 ,  426
(16:27:54.008)  ,     36850 ,   2 ,  427
(16:27:54.014)  ,     36936 ,   2 ,  428
(16:27:54.017)  ,     37022 ,   2 ,  429
(16:27:54.020)  ,     37108 ,   2 ,  430
(16:27:54.023)  ,     37194 ,   2 ,  431
(16:27:54.026)  ,     37280 ,   2 ,  432
(16:27:54.030)  ,     37366 ,   2 ,  433
(16:27:54.033)  ,     37452 ,   2 ,  434
(16:27:54.035)  ,     37538 ,   2 ,  435
(16:27:54.038)  ,     37624 ,   2 ,  436
(16:27:54.042)  ,     37710 ,   2 ,  437
(16:27:54.047)  ,     37796 ,   2 ,  438
(16:27:54.050)  ,     37882 ,   2 ,  439
(16:27:54.053)  ,     37968 ,   2 ,  440
(16:27:54.055)  ,     38054 ,   2 ,  441
(16:27:54.060)  ,     38140 ,   2 ,  442
(16:27:54.064)  ,     38226 ,   2 ,  443
(16:27:54.069)  ,     38312 ,   2 ,  444
(16:27:54.073)  ,     38398 ,   2 ,  445
(16:27:54.080)  ,     38484 ,   2 ,  446
(16:27:54.085)  ,     38570 ,   2 ,  447
(16:27:54.089)  ,     38656 ,   2 ,  448
(16:27:54.097)  ,     38742 ,   2 ,  449
(16:27:54.102)  ,     38828 ,   2 ,  450
(16:27:54.107)  ,     38914 ,   2 ,  451
(16:27:54.112)  ,     39000 ,   2 ,  452
(16:27:54.115)  ,     39086 ,   2 ,  453
(16:27:54.118)  ,     39172 ,   2 ,  454
(16:27:54.120)  ,     39258 ,   2 ,  455
(16:27:54.123)  ,     39344 ,   2 ,  456
(16:27:54.125)  ,     39430 ,   2 ,  457
(16:27:54.130)  ,     39516 ,   2 ,  458
(16:27:54.133)  ,     39602 ,   2 ,  459
(16:27:54.136)  ,     39688 ,   2 ,  460
(16:27:54.139)  ,     39774 ,   2 ,  461
(16:27:54.143)  ,     39860 ,   2 ,  462
(16:27:54.148)  ,     39946 ,   2 ,  463
(16:27:54.152)  ,     40032 ,   2 ,  464
(16:27:54.157)  ,     40118 ,   2 ,  465
(16:27:54.164)  ,     40204 ,   2 ,  466
(16:27:54.174)  ,     40290 ,   2 ,  467
(16:27:54.180)  ,     40376 ,   2 ,  468
(16:27:54.185)  ,     40462 ,   2 ,  469
(16:27:54.190)  ,     40548 ,   2 ,  470
(16:27:54.195)  ,     40634 ,   2 ,  471
(16:27:54.199)  ,     40720 ,   2 ,  472
(16:27:54.204)  ,     40806 ,   2 ,  473
(16:27:54.208)  ,     40892 ,   2 ,  474
(16:27:54.213)  ,     40978 ,   2 ,  475
(16:27:54.218)  ,     41064 ,   2 ,  476
(16:27:54.222)  ,     41150 ,   2 ,  477
(16:27:54.226)  ,     41236 ,   2 ,  478
(16:27:54.231)  ,     41322 ,   2 ,  479
(16:27:54.235)  ,     41408 ,   2 ,  480
(16:27:54.240)  ,     41494 ,   2 ,  481
(16:27:54.246)  ,     41580 ,   2 ,  482
(16:27:54.250)  ,     41666 ,   2 ,  483
(16:27:54.254)  ,     41752 ,   2 ,  484
(16:27:54.260)  ,     41838 ,   2 ,  485
(16:27:54.265)  ,     41924 ,   2 ,  486
(16:27:54.271)  ,     42010 ,   2 ,  487
(16:27:54.275)  ,     42096 ,   2 ,  488
(16:27:54.281)  ,     42182 ,   2 ,  489
(16:27:54.285)  ,     42268 ,   2 ,  490
(16:27:54.290)  ,     42354 ,   2 ,  491
(16:27:54.293)  ,     42440 ,   2 ,  492
(16:27:54.297)  ,     42526 ,   2 ,  493
(16:27:54.301)  ,     42612 ,   2 ,  494
(16:27:54.304)  ,     42698 ,   2 ,  495
(16:27:54.307)  ,     42784 ,   2 ,  496
(16:27:54.312)  ,     42870 ,   2 ,  497
(16:27:54.315)  ,     42956 ,   2 ,  498
(16:27:54.318)  ,     43042 ,   2 ,  499
(16:27:54.321)  ,     43128 ,   2 ,  500
(16:27:54.324)  ,     43214 ,   2 ,  501
(16:27:54.327)  ,     43300 ,   2 ,  502
(16:27:54.331)  ,     43386 ,   2 ,  503
(16:27:54.334)  ,     43472 ,   2 ,  504
(16:27:54.337)  ,     43558 ,   2 ,  505
(16:27:54.341)  ,     43644 ,   2 ,  506
(16:27:54.345)  ,     43730 ,   2 ,  507
(16:27:54.348)  ,     43816 ,   2 ,  508
(16:27:54.352)  ,     43902 ,   2 ,  509
(16:27:54.356)  ,     43988 ,   2 ,  510
(16:27:54.360)  ,     44074 ,   2 ,  511
(16:27:54.365)  ,     44160 ,   2 ,  512
(16:27:54.370)  ,     44246 ,   2 ,  513
(16:27:54.374)  ,     44332 ,   2 ,  514
(16:27:54.380)  ,     44418 ,   2 ,  515
(16:27:54.383)  ,     44504 ,   3 ,  516
(16:27:54.387)  ,     44590 ,   3 ,  517
(16:27:54.392)  ,     44676 ,   2 ,  518
(16:27:54.397)  ,     44762 ,   3 ,  519
(16:27:54.400)  ,     44848 ,   3 ,  520
(16:27:54.404)  ,     44934 ,   3 ,  521
(16:27:54.408)  ,     45020 ,   3 ,  522
(16:27:54.414)  ,     45106 ,   2 ,  523
(16:27:54.417)  ,     45192 ,   3 ,  524
(16:27:54.422)  ,     45278 ,   3 ,  525
(16:27:54.426)  ,     45364 ,   2 ,  526
(16:27:54.431)  ,     45450 ,   3 ,  527
(16:27:54.434)  ,     45536 ,   3 ,  528
(16:27:54.438)  ,     45622 ,   2 ,  529
(16:27:54.442)  ,     45708 ,   2 ,  530
(16:27:54.448)  ,     45794 ,   3 ,  531
(16:27:54.452)  ,     45880 ,   3 ,  532
(16:27:54.456)  ,     45966 ,   3 ,  533
(16:27:54.459)  ,     46052 ,   3 ,  534
(16:27:54.464)  ,     46138 ,   3 ,  535
(16:27:54.468)  ,     46224 ,   3 ,  536
