Temp , Taille , ex , num
(16:27:57.086)  ,    103586 ,   5 , 1203
(16:27:57.090)  ,    103672 ,   4 , 1204
(16:27:57.096)  ,    103758 ,   2 , 1205
(16:27:57.100)  ,    103844 ,   8 , 1206
(16:27:57.103)  ,    103930 ,   9 , 1207
(16:27:57.107)  ,    104016 ,   5 , 1208
(16:27:57.111)  ,    104102 ,   4 , 1209
(16:27:57.115)  ,    104188 ,   9 , 1210
(16:27:57.119)  ,    104274 ,   8 , 1211
(16:27:57.123)  ,    104360 ,   5 , 1212
(16:27:57.127)  ,    104446 ,   3 , 1213
(16:27:57.131)  ,    104532 ,   4 , 1214
(16:27:57.136)  ,    104618 ,   3 , 1215
(16:27:57.139)  ,    104704 ,   5 , 1216
(16:27:57.143)  ,    104790 ,   4 , 1217
(16:27:57.148)  ,    104876 ,   5 , 1218
(16:27:57.151)  ,    104962 ,   5 , 1219
(16:27:57.155)  ,    105048 ,   2 , 1220
(16:27:57.159)  ,    105134 ,   4 , 1221
(16:27:57.164)  ,    105220 ,   3 , 1222
(16:27:57.167)  ,    105306 ,   5 , 1223
(16:27:57.171)  ,    105392 ,   5 , 1224
(16:27:57.175)  ,    105478 ,   7 , 1225
(16:27:57.180)  ,    105564 ,   5 , 1226
(16:27:57.184)  ,    105650 ,   4 , 1227
(16:27:57.187)  ,    105736 ,   5 , 1228
(16:27:57.192)  ,    105822 ,   3 , 1229
(16:27:57.197)  ,    105908 ,  11 , 1230
(16:27:57.201)  ,    105994 ,   4 , 1231
(16:27:57.205)  ,    106080 ,   4 , 1232
(16:27:57.208)  ,    106166 ,   5 , 1233
(16:27:57.214)  ,    106252 ,   5 , 1234
(16:27:57.218)  ,    106338 ,   7 , 1235
(16:27:57.221)  ,    106424 ,   6 , 1236
(16:27:57.225)  ,    106510 ,   9 , 1237
(16:27:57.230)  ,    106596 ,   4 , 1238
(16:27:57.234)  ,    106682 ,   8 , 1239
(16:27:57.238)  ,    106768 ,   6 , 1240
(16:27:57.241)  ,    106854 ,   7 , 1241
(16:27:57.246)  ,    106940 ,   4 , 1242
(16:27:57.250)  ,    107026 ,   4 , 1243
(16:27:57.253)  ,    107112 ,   4 , 1244
(16:27:57.257)  ,    107198 ,   3 , 1245
(16:27:57.262)  ,    107284 ,   2 , 1246
(16:27:57.265)  ,    107370 ,   4 , 1247
(16:27:57.269)  ,    107456 ,   4 , 1248
(16:27:57.273)  ,    107542 ,   5 , 1249
(16:27:57.278)  ,    107628 ,   3 , 1250
(16:27:57.281)  ,    107714 ,   4 , 1251
(16:27:57.285)  ,    107800 ,   4 , 1252
(16:27:57.289)  ,    107886 ,   5 , 1253
(16:27:57.292)  ,    107972 ,   4 , 1254
(16:27:57.297)  ,    108058 ,   8 , 1255
(16:27:57.301)  ,    108144 ,   6 , 1256
(16:27:57.305)  ,    108230 ,   7 , 1257
(16:27:57.309)  ,    108316 ,   6 , 1258
(16:27:57.314)  ,    108402 ,   6 , 1259
(16:27:57.318)  ,    108488 ,   8 , 1260
(16:27:57.322)  ,    108574 ,   9 , 1261
(16:27:57.326)  ,    108660 ,   9 , 1262
(16:27:57.330)  ,    108746 ,   5 , 1263
(16:27:57.335)  ,    108832 ,   7 , 1264
(16:27:57.339)  ,    108918 ,   3 , 1265
(16:27:57.343)  ,    109004 ,   5 , 1266
(16:27:57.347)  ,    109090 ,   5 , 1267
(16:27:57.352)  ,    109176 ,   5 , 1268
(16:27:57.356)  ,    109262 ,   6 , 1269
(16:27:57.361)  ,    109348 ,   4 , 1270
(16:27:57.365)  ,    109434 ,   7 , 1271
(16:27:57.368)  ,    109520 ,   7 , 1272
(16:27:57.372)  ,    109606 ,   7 , 1273
(16:27:57.376)  ,    109692 ,   6 , 1274
(16:27:57.381)  ,    109778 ,   5 , 1275
(16:27:57.385)  ,    109864 ,   4 , 1276
(16:27:57.388)  ,    109950 ,   3 , 1277
(16:27:57.392)  ,    110036 ,   4 , 1278
(16:27:57.397)  ,    110122 ,   4 , 1279
(16:27:57.401)  ,    110208 ,   4 , 1280
(16:27:57.404)  ,    110294 ,   5 , 1281
(16:27:57.408)  ,    110380 ,   4 , 1282
(16:27:57.413)  ,    110466 ,   2 , 1283
(16:27:57.416)  ,    110552 ,   5 , 1284
(16:27:57.420)  ,    110638 ,   4 , 1285
(16:27:57.424)  ,    110724 ,   5 , 1286
(16:27:57.429)  ,    110810 ,   4 , 1287
(16:27:57.433)  ,    110896 ,   5 , 1288
(16:27:57.437)  ,    110982 ,   5 , 1289
(16:27:57.442)  ,    111068 ,   2 , 1290
(16:27:57.446)  ,    111154 ,   6 , 1291
(16:27:57.450)  ,    111240 ,   9 , 1292
(16:27:57.454)  ,    111326 ,   7 , 1293
(16:27:57.458)  ,    111412 ,   5 , 1294
(16:27:57.464)  ,    111498 ,   7 , 1295
(16:27:57.467)  ,    111584 ,   6 , 1296
(16:27:57.471)  ,    111670 ,   6 , 1297
(16:27:57.475)  ,    111756 ,   8 , 1298
(16:27:57.480)  ,    111842 ,   2 , 1299
(16:27:57.484)  ,    111928 ,   5 , 1300
(16:27:57.488)  ,    112014 ,   6 , 1301
(16:27:57.495)  ,    112100 ,  10 , 1302
(16:27:57.499)  ,    112186 ,   8 , 1303
(16:27:57.503)  ,    112272 ,   6 , 1304
(16:27:57.507)  ,    112358 ,   8 , 1305
(16:27:57.512)  ,    112444 ,   6 , 1306
(16:27:57.516)  ,    112530 ,   6 , 1307
(16:27:57.520)  ,    112616 ,   6 , 1308
(16:27:57.523)  ,    112702 ,   5 , 1309
(16:27:57.529)  ,    112788 ,   9 , 1310
(16:27:57.533)  ,    112874 ,   8 , 1311
(16:27:57.537)  ,    112960 ,   9 , 1312
(16:27:57.540)  ,    113046 ,   8 , 1313
(16:27:57.545)  ,    113132 ,   2 , 1314
(16:27:57.549)  ,    113218 ,   4 , 1315
(16:27:57.553)  ,    113304 ,   4 , 1316
(16:27:57.557)  ,    113390 ,   4 , 1317
(16:27:57.563)  ,    113476 ,   5 , 1318
(16:27:57.568)  ,    113562 ,   5 , 1319
(16:27:57.574)  ,    113648 ,   7 , 1320
(16:27:57.579)  ,    113734 ,   4 , 1321
(16:27:57.583)  ,    113820 ,   6 , 1322
(16:27:57.587)  ,    113906 ,   6 , 1323
(16:27:57.590)  ,    113992 ,   6 , 1324
(16:27:57.596)  ,    114078 ,  10 , 1325
(16:27:57.599)  ,    114164 ,   9 , 1326
(16:27:57.603)  ,    114250 ,   7 , 1327
(16:27:57.607)  ,    114336 ,   6 , 1328
(16:27:57.612)  ,    114422 ,   2 , 1329
(16:27:57.616)  ,    114508 ,   4 , 1330
(16:27:57.620)  ,    114594 ,   5 , 1331
(16:27:57.624)  ,    114680 ,   6 , 1332
(16:27:57.629)  ,    114766 ,   2 , 1333
(16:27:57.632)  ,    114852 ,   2 , 1334
(16:27:57.637)  ,    114938 ,   2 , 1335
(16:27:57.641)  ,    115024 ,   5 , 1336
(16:27:57.646)  ,    115110 ,   6 , 1337
(16:27:57.650)  ,    115196 ,   6 , 1338
(16:27:57.653)  ,    115282 ,   4 , 1339
(16:27:57.658)  ,    115368 ,   4 , 1340
(16:27:57.663)  ,    115454 ,   8 , 1341
(16:27:57.667)  ,    115540 ,   5 , 1342
(16:27:57.671)  ,    115626 ,   6 , 1343
(16:27:57.675)  ,    115712 ,   7 , 1344
(16:27:57.681)  ,    115798 ,   6 , 1345
(16:27:57.685)  ,    115884 ,   6 , 1346
(16:27:57.689)  ,    115970 ,   5 , 1347
(16:27:57.694)  ,    116056 ,   7 , 1348
(16:27:57.699)  ,    116142 ,   5 , 1349
(16:27:57.703)  ,    116228 ,   7 , 1350
(16:27:57.707)  ,    116314 ,   5 , 1351
(16:27:57.713)  ,    116400 ,   2 , 1352
(16:27:57.717)  ,    116486 ,   6 , 1353
(16:27:57.721)  ,    116572 ,   5 , 1354
(16:27:57.725)  ,    116658 ,   4 , 1355
(16:27:57.730)  ,    116744 ,   5 , 1356
(16:27:57.734)  ,    116830 ,   3 , 1357
(16:27:57.738)  ,    116916 ,   5 , 1358
(16:27:57.742)  ,    117002 ,   4 , 1359
(16:27:57.748)  ,    117088 ,   9 , 1360
(16:27:57.752)  ,    117174 ,   9 , 1361
(16:27:57.756)  ,    117260 ,   8 , 1362
(16:27:57.760)  ,    117346 ,   6 , 1363
(16:27:57.765)  ,    117432 ,   9 , 1364
(16:27:57.769)  ,    117518 ,  10 , 1365
(16:27:57.773)  ,    117604 ,   8 , 1366
(16:27:57.778)  ,    117690 ,   7 , 1367
(16:27:57.782)  ,    117776 ,   3 , 1368
(16:27:57.788)  ,    117862 ,   4 , 1369
(16:27:57.792)  ,    117948 ,   9 , 1370
(16:27:57.797)  ,    118034 ,   5 , 1371
(16:27:57.801)  ,    118120 ,   6 , 1372
(16:27:57.804)  ,    118206 ,   6 , 1373
(16:27:57.809)  ,    118292 ,   6 , 1374
(16:27:57.817)  ,    118378 ,   3 , 1375
(16:27:57.822)  ,    118464 ,   8 , 1376
(16:27:57.827)  ,    118550 ,   3 , 1377
(16:27:57.832)  ,    118636 ,   5 , 1378
(16:27:57.836)  ,    118722 ,   6 , 1379
(16:27:57.841)  ,    118808 ,   6 , 1380
(16:27:57.846)  ,    118894 ,   6 , 1381
(16:27:57.849)  ,    118980 ,   3 , 1382
(16:27:57.853)  ,    119066 ,   5 , 1383
(16:27:57.857)  ,    119152 ,   5 , 1384
(16:27:57.862)  ,    119238 ,  10 , 1385
(16:27:57.866)  ,    119324 ,   9 , 1386
(16:27:57.870)  ,    119410 ,   8 , 1387
(16:27:57.874)  ,    119496 ,   9 , 1388
(16:27:57.879)  ,    119582 ,   3 , 1389
(16:27:57.883)  ,    119668 ,   4 , 1390
(16:27:57.887)  ,    119754 ,   5 , 1391
(16:27:57.891)  ,    119840 ,   5 , 1392
(16:27:57.896)  ,    119926 ,   9 , 1393
(16:27:57.900)  ,    120012 ,   7 , 1394
(16:27:57.904)  ,    120098 ,   7 , 1395
(16:27:57.908)  ,    120184 ,   6 , 1396
(16:27:57.913)  ,    120270 ,  10 , 1397
(16:27:57.917)  ,    120356 ,  10 , 1398
(16:27:57.921)  ,    120442 ,   9 , 1399
(16:27:57.928)  ,    120528 ,  10 , 1400
(16:27:57.932)  ,    120614 ,   4 , 1401
(16:27:57.936)  ,    120700 ,   5 , 1402
(16:27:57.940)  ,    120786 ,   4 , 1403
(16:27:57.945)  ,    120872 ,   5 , 1404
(16:27:57.949)  ,    120958 ,   8 , 1405
(16:27:57.953)  ,    121044 ,   6 , 1406
(16:27:57.957)  ,    121130 ,   5 , 1407
(16:27:57.963)  ,    121216 ,   4 , 1408
(16:27:57.967)  ,    121302 ,   4 , 1409
(16:27:57.971)  ,    121388 ,   6 , 1410
(16:27:57.975)  ,    121474 ,   6 , 1411
(16:27:57.980)  ,    121560 ,   5 , 1412
(16:27:57.984)  ,    121646 ,   5 , 1413
(16:27:57.988)  ,    121732 ,   6 , 1414
(16:27:57.992)  ,    121818 ,   8 , 1415
(16:27:57.997)  ,    121904 ,   5 , 1416
(16:27:58.001)  ,    121990 ,   6 , 1417
(16:27:58.005)  ,    122076 ,   4 , 1418
(16:27:58.009)  ,    122162 ,   6 , 1419
(16:27:58.014)  ,    122248 ,   3 , 1420
(16:27:58.018)  ,    122334 ,   4 , 1421
(16:27:58.022)  ,    122420 ,   5 , 1422
(16:27:58.026)  ,    122506 ,   5 , 1423
(16:27:58.031)  ,    122592 ,  10 , 1424
(16:27:58.035)  ,    122678 ,   7 , 1425
(16:27:58.039)  ,    122764 ,   7 , 1426
(16:27:58.044)  ,    122850 ,  14 , 1427
(16:27:58.048)  ,    122936 ,   7 , 1428
(16:27:58.052)  ,    123022 ,   7 , 1429
(16:27:58.057)  ,    123108 ,   7 , 1430
(16:27:58.062)  ,    123194 ,   7 , 1431
(16:27:58.069)  ,    123280 ,   6 , 1432
(16:27:58.073)  ,    123366 ,   6 , 1433
(16:27:58.077)  ,    123452 ,   5 , 1434
(16:27:58.082)  ,    123538 ,   9 , 1435
(16:27:58.086)  ,    123624 ,   3 , 1436
(16:27:58.090)  ,    123710 ,   9 , 1437
(16:27:58.094)  ,    123796 ,  10 , 1438
(16:27:58.099)  ,    123882 ,   4 , 1439
(16:27:58.103)  ,    123968 ,   6 , 1440
(16:27:58.107)  ,    124054 ,   6 , 1441
(16:27:58.112)  ,    124140 ,   8 , 1442
(16:27:58.116)  ,    124226 ,  10 , 1443
(16:27:58.120)  ,    124312 ,   9 , 1444
(16:27:58.125)  ,    124398 ,   4 , 1445
(16:27:58.130)  ,    124484 ,  10 , 1446
(16:27:58.134)  ,    124570 ,   2 , 1447
(16:27:58.138)  ,    124656 ,   9 , 1448
(16:27:58.142)  ,    124742 ,   7 , 1449
(16:27:58.148)  ,    124828 ,   4 , 1450
(16:27:58.152)  ,    124914 ,   9 , 1451
(16:27:58.156)  ,    125000 ,   7 , 1452
(16:27:58.160)  ,    125086 ,   4 , 1453
(16:27:58.165)  ,    125172 ,  10 , 1454
(16:27:58.169)  ,    125258 ,   9 , 1455
(16:27:58.173)  ,    125344 ,   6 , 1456
(16:27:58.178)  ,    125430 ,   8 , 1457
(16:27:58.182)  ,    125516 ,   4 , 1458
(16:27:58.186)  ,    125602 ,   4 , 1459
(16:27:58.191)  ,    125688 ,   4 , 1460
(16:27:58.196)  ,    125774 ,   9 , 1461
(16:27:58.200)  ,    125860 ,   7 , 1462
(16:27:58.203)  ,    125946 ,  10 , 1463
(16:27:58.207)  ,    126032 ,   7 , 1464
(16:27:58.213)  ,    126118 ,   6 , 1465
(16:27:58.217)  ,    126204 ,   9 , 1466
(16:27:58.221)  ,    126290 ,   9 , 1467
(16:27:58.225)  ,    126376 ,   7 , 1468
(16:27:58.230)  ,    126462 ,   3 , 1469
(16:27:58.234)  ,    126548 ,   6 , 1470
(16:27:58.238)  ,    126634 ,   4 , 1471
(16:27:58.242)  ,    126720 ,   6 , 1472
(16:27:58.248)  ,    126806 ,   6 , 1473
(16:27:58.252)  ,    126892 ,   7 , 1474
(16:27:58.256)  ,    126978 ,   3 , 1475
(16:27:58.261)  ,    127064 ,   6 , 1476
(16:27:58.265)  ,    127150 ,   7 , 1477
(16:27:58.269)  ,    127236 ,   6 , 1478
(16:27:58.273)  ,    127322 ,   4 , 1479
(16:27:58.279)  ,    127408 ,   2 , 1480
(16:27:58.283)  ,    127494 ,   6 , 1481
(16:27:58.287)  ,    127580 ,   6 , 1482
(16:27:58.291)  ,    127666 ,   7 , 1483
(16:27:58.296)  ,    127752 ,   7 , 1484
(16:27:58.301)  ,    127838 ,   4 , 1485
(16:27:58.305)  ,    127924 ,   7 , 1486
(16:27:58.309)  ,    128010 ,   7 , 1487
(16:27:58.314)  ,    128096 ,   9 , 1488
(16:27:58.319)  ,    128182 ,  10 , 1489
(16:27:58.324)  ,    128268 ,   7 , 1490
(16:27:58.329)  ,    128354 ,   8 , 1491
(16:27:58.333)  ,    128440 ,  11 , 1492
(16:27:58.338)  ,    128526 ,  10 , 1493
(16:27:58.343)  ,    128612 ,  11 , 1494
(16:27:58.348)  ,    128698 ,   8 , 1495
(16:27:58.352)  ,    128784 ,   7 , 1496
(16:27:58.356)  ,    128870 ,   8 , 1497
(16:27:58.361)  ,    128956 ,   4 , 1498
(16:27:58.365)  ,    129042 ,   4 , 1499
(16:27:58.370)  ,    129128 ,   6 , 1500
(16:27:58.374)  ,    129214 ,   7 , 1501
(16:27:58.379)  ,    129300 ,   4 , 1502
(16:27:58.383)  ,    129386 ,   8 , 1503
(16:27:58.387)  ,    129472 ,   4 , 1504
(16:27:58.392)  ,    129558 ,   7 , 1505
(16:27:58.397)  ,    129644 ,   7 , 1506
(16:27:58.401)  ,    129730 ,   7 , 1507
(16:27:58.406)  ,    129816 ,   7 , 1508
(16:27:58.411)  ,    129902 ,   6 , 1509
(16:27:58.415)  ,    129988 ,   6 , 1510
(16:27:58.420)  ,    130074 ,  11 , 1511
(16:27:58.424)  ,    130160 ,  10 , 1512
(16:27:58.430)  ,    130246 ,  11 , 1513
(16:27:58.434)  ,    130332 ,  11 , 1514
(16:27:58.439)  ,    130418 ,   9 , 1515
(16:27:58.444)  ,    130504 ,  13 , 1516
(16:27:58.448)  ,    130590 ,   6 , 1517
(16:27:58.452)  ,    130676 ,   8 , 1518
(16:27:58.457)  ,    130762 ,   4 , 1519
(16:27:58.463)  ,    130848 ,   3 , 1520
(16:27:58.469)  ,    130934 ,  11 , 1521
(16:27:58.473)  ,    131020 ,  10 , 1522
(16:27:58.478)  ,    131106 ,  10 , 1523
(16:27:58.483)  ,    131192 ,   8 , 1524
(16:27:58.488)  ,    131278 ,   9 , 1525
(16:27:58.492)  ,    131364 ,  11 , 1526
(16:27:58.497)  ,    131450 ,   7 , 1527
(16:27:58.502)  ,    131536 ,   7 , 1528
(16:27:58.506)  ,    131622 ,   7 , 1529
(16:27:58.512)  ,    131708 ,   6 , 1530
(16:27:58.517)  ,    131794 ,  11 , 1531
(16:27:58.521)  ,    131880 ,   9 , 1532
(16:27:58.525)  ,    131966 ,   4 , 1533
(16:27:58.531)  ,    132052 ,   8 , 1534
(16:27:58.536)  ,    132138 ,   4 , 1535
(16:27:58.540)  ,    132224 ,   7 , 1536
(16:27:58.546)  ,    132310 ,   4 , 1537
(16:27:58.550)  ,    132396 ,  10 , 1538
(16:27:58.555)  ,    132482 ,  10 , 1539
(16:27:58.560)  ,    132568 ,   7 , 1540
(16:27:58.565)  ,    132654 ,   7 , 1541
(16:27:58.569)  ,    132740 ,   7 , 1542
(16:27:58.574)  ,    132826 ,  12 , 1543
(16:27:58.583)  ,    132912 ,   4 , 1544
(16:27:58.587)  ,    132998 ,   6 , 1545
(16:27:58.591)  ,    133084 ,   7 , 1546
(16:27:58.597)  ,    133170 ,   9 , 1547
(16:27:58.601)  ,    133256 ,  11 , 1548
(16:27:58.606)  ,    133342 ,  11 , 1549
(16:27:58.612)  ,    133428 ,   3 , 1550
(16:27:58.616)  ,    133514 ,  11 , 1551
(16:27:58.620)  ,    133600 ,  11 , 1552
(16:27:58.625)  ,    133686 ,  11 , 1553
(16:27:58.631)  ,    133772 ,   5 , 1554
(16:27:58.635)  ,    133858 ,   4 , 1555
(16:27:58.640)  ,    133944 ,   6 , 1556
(16:27:58.646)  ,    134030 ,   8 , 1557
(16:27:58.650)  ,    134116 ,   6 , 1558
(16:27:58.655)  ,    134202 ,   7 , 1559
(16:27:58.660)  ,    134288 ,   6 , 1560
(16:27:58.665)  ,    134374 ,  12 , 1561
(16:27:58.669)  ,    134460 ,  11 , 1562
(16:27:58.674)  ,    134546 ,  11 , 1563
(16:27:58.679)  ,    134632 ,  12 , 1564
(16:27:58.684)  ,    134718 ,  12 , 1565
(16:27:58.689)  ,    134804 ,  10 , 1566
(16:27:58.694)  ,    134890 ,  10 , 1567
(16:27:58.699)  ,    134976 ,   5 , 1568
(16:27:58.703)  ,    135062 ,   5 , 1569
(16:27:58.708)  ,    135148 ,   6 , 1570
(16:27:58.713)  ,    135234 ,  11 , 1571
(16:27:58.718)  ,    135320 ,  10 , 1572
(16:27:58.722)  ,    135406 ,  12 , 1573
(16:27:58.727)  ,    135492 ,   8 , 1574
(16:27:58.732)  ,    135578 ,  12 , 1575
(16:27:58.737)  ,    135664 ,  11 , 1576
(16:27:58.741)  ,    135750 ,   9 , 1577
(16:27:58.747)  ,    135836 ,   7 , 1578
(16:27:58.752)  ,    135922 ,   9 , 1579
(16:27:58.757)  ,    136008 ,  11 , 1580
(16:27:58.762)  ,    136094 ,   9 , 1581
(16:27:58.767)  ,    136180 ,   3 , 1582
(16:27:58.771)  ,    136266 ,   7 , 1583
(16:27:58.775)  ,    136352 ,   6 , 1584
(16:27:58.781)  ,    136438 ,   6 , 1585
(16:27:58.785)  ,    136524 ,   5 , 1586
(16:27:58.791)  ,    136610 ,   5 , 1587
(16:27:58.797)  ,    136696 ,  10 , 1588
(16:27:58.801)  ,    136782 ,  11 , 1589
(16:27:58.806)  ,    136868 ,  10 , 1590
(16:27:58.812)  ,    136954 ,  12 , 1591
(16:27:58.816)  ,    137040 ,  12 , 1592
(16:27:58.821)  ,    137126 ,  11 , 1593
(16:27:58.825)  ,    137212 ,  10 , 1594
(16:27:58.831)  ,    137298 ,   5 , 1595
(16:27:58.836)  ,    137384 ,   4 , 1596
(16:27:58.840)  ,    137470 ,   6 , 1597
(16:27:58.846)  ,    137556 ,  16 , 1598
(16:27:58.850)  ,    137642 ,  12 , 1599
(16:27:58.855)  ,    137728 ,   9 , 1600
(16:27:58.859)  ,    137814 ,  11 , 1601
(16:27:58.865)  ,    137900 ,   8 , 1602
(16:27:58.869)  ,    137986 ,  10 , 1603
(16:27:58.874)  ,    138072 ,  11 , 1604
(16:27:58.879)  ,    138158 ,   4 , 1605
(16:27:58.884)  ,    138244 ,   6 , 1606
(16:27:58.888)  ,    138330 ,   3 , 1607
(16:27:58.894)  ,    138416 ,   4 , 1608
(16:27:58.899)  ,    138502 ,   4 , 1609
(16:27:58.905)  ,    138588 ,   4 , 1610
(16:27:58.910)  ,    138674 ,   5 , 1611
(16:27:58.915)  ,    138760 ,  15 , 1612
(16:27:58.919)  ,    138846 ,  11 , 1613
(16:27:58.924)  ,    138932 ,  12 , 1614
(16:27:58.930)  ,    139018 ,   4 , 1615
(16:27:58.934)  ,    139104 ,   5 , 1616
(16:27:58.940)  ,    139190 ,   6 , 1617
(16:27:58.945)  ,    139276 ,   4 , 1618
(16:27:58.950)  ,    139362 ,  10 , 1619
(16:27:58.955)  ,    139448 ,   7 , 1620
(16:27:58.960)  ,    139534 ,  10 , 1621
(16:27:58.965)  ,    139620 ,   4 , 1622
(16:27:58.970)  ,    139706 ,   7 , 1623
(16:27:58.974)  ,    139792 ,   4 , 1624
(16:27:58.980)  ,    139878 ,   6 , 1625
(16:27:58.984)  ,    139964 ,   9 , 1626
(16:27:58.989)  ,    140050 ,   9 , 1627
(16:27:58.994)  ,    140136 ,   6 , 1628
(16:27:59.002)  ,    140222 ,   6 , 1629
(16:27:59.007)  ,    140308 ,   7 , 1630
(16:27:59.012)  ,    140394 ,   4 , 1631
(16:27:59.017)  ,    140480 ,   7 , 1632
(16:27:59.022)  ,    140566 ,   7 , 1633
(16:27:59.026)  ,    140652 ,   7 , 1634
(16:27:59.032)  ,    140738 ,   3 , 1635
(16:27:59.037)  ,    140824 ,   5 , 1636
(16:27:59.041)  ,    140910 ,   7 , 1637
(16:27:59.047)  ,    140996 ,  12 , 1638
(16:27:59.052)  ,    141082 ,   5 , 1639
(16:27:59.057)  ,    141168 ,   4 , 1640
(16:27:59.062)  ,    141254 ,   4 , 1641
(16:27:59.067)  ,    141340 ,   4 , 1642
(16:27:59.071)  ,    141426 ,   4 , 1643
(16:27:59.076)  ,    141512 ,   4 , 1644
(16:27:59.082)  ,    141598 ,   4 , 1645
(16:27:59.086)  ,    141684 ,   4 , 1646
(16:27:59.091)  ,    141770 ,   7 , 1647
(16:27:59.097)  ,    141856 ,  10 , 1648
(16:27:59.101)  ,    141942 ,  11 , 1649
(16:27:59.106)  ,    142028 ,   9 , 1650
(16:27:59.112)  ,    142114 ,   6 , 1651
(16:27:59.117)  ,    142200 ,   7 , 1652
(16:27:59.121)  ,    142286 ,   7 , 1653
(16:27:59.127)  ,    142372 ,   5 , 1654
(16:27:59.132)  ,    142458 ,   4 , 1655
(16:27:59.137)  ,    142544 ,   6 , 1656
(16:27:59.142)  ,    142630 ,   6 , 1657
(16:27:59.147)  ,    142716 ,   6 , 1658
(16:27:59.153)  ,    142802 ,   6 , 1659
(16:27:59.160)  ,    142888 ,   5 , 1660
(16:27:59.166)  ,    142974 ,   7 , 1661
(16:27:59.172)  ,    143060 ,   9 , 1662
(16:27:59.178)  ,    143146 ,  12 , 1663
(16:27:59.183)  ,    143232 ,   5 , 1664
(16:27:59.187)  ,    143318 ,   5 , 1665
(16:27:59.192)  ,    143404 ,   5 , 1666
(16:27:59.198)  ,    143490 ,   6 , 1667
(16:27:59.204)  ,    143576 ,   8 , 1668
(16:27:59.208)  ,    143662 ,   9 , 1669
(16:27:59.214)  ,    143748 ,   9 , 1670
(16:27:59.219)  ,    143834 ,   8 , 1671
(16:27:59.223)  ,    143920 ,   8 , 1672
(16:27:59.229)  ,    144006 ,   6 , 1673
(16:27:59.234)  ,    144092 ,   7 , 1674
(16:27:59.240)  ,    144178 ,   9 , 1675
(16:27:59.245)  ,    144264 ,  10 , 1676
(16:27:59.250)  ,    144350 ,   9 , 1677
(16:27:59.254)  ,    144436 ,  10 , 1678
(16:27:59.259)  ,    144522 ,   9 , 1679
(16:27:59.265)  ,    144608 ,   6 , 1680
(16:27:59.270)  ,    144694 ,   6 , 1681
(16:27:59.274)  ,    144780 ,   7 , 1682
(16:27:59.280)  ,    144866 ,   6 , 1683
(16:27:59.285)  ,    144952 ,  10 , 1684
(16:27:59.290)  ,    145038 ,   8 , 1685
(16:27:59.295)  ,    145124 ,  11 , 1686
(16:27:59.300)  ,    145210 ,   5 , 1687
(16:27:59.305)  ,    145296 ,   5 , 1688
(16:27:59.310)  ,    145382 ,   6 , 1689
(16:27:59.316)  ,    145468 ,   7 , 1690
(16:27:59.320)  ,    145554 ,   9 , 1691
(16:27:59.325)  ,    145640 ,   9 , 1692
(16:27:59.332)  ,    145726 ,  10 , 1693
(16:27:59.337)  ,    145812 ,  10 , 1694
(16:27:59.342)  ,    145898 ,   9 , 1695
(16:27:59.347)  ,    145984 ,   6 , 1696
(16:27:59.352)  ,    146070 ,   6 , 1697
(16:27:59.357)  ,    146156 ,   5 , 1698
(16:27:59.363)  ,    146242 ,   9 , 1699
(16:27:59.368)  ,    146328 ,   5 , 1700
(16:27:59.373)  ,    146414 ,   8 , 1701
(16:27:59.378)  ,    146500 ,   8 , 1702
(16:27:59.383)  ,    146586 ,  10 , 1703
(16:27:59.388)  ,    146672 ,  11 , 1704
(16:27:59.396)  ,    146758 ,   9 , 1705
(16:27:59.400)  ,    146844 ,   9 , 1706
(16:27:59.405)  ,    146930 ,  10 , 1707
(16:27:59.410)  ,    147016 ,  10 , 1708
(16:27:59.416)  ,    147102 ,  10 , 1709
(16:27:59.421)  ,    147188 ,   5 , 1710
(16:27:59.426)  ,    147274 ,   6 , 1711
(16:27:59.431)  ,    147360 ,   8 , 1712
(16:27:59.436)  ,    147446 ,   5 , 1713
(16:27:59.441)  ,    147532 ,   7 , 1714
(16:27:59.447)  ,    147618 ,   7 , 1715
(16:27:59.452)  ,    147704 ,   7 , 1716
(16:27:59.456)  ,    147790 ,   7 , 1717
(16:27:59.462)  ,    147876 ,   7 , 1718
(16:27:59.468)  ,    147962 ,   5 , 1719
(16:27:59.475)  ,    148048 ,   6 , 1720
(16:27:59.481)  ,    148134 ,   9 , 1721
(16:27:59.486)  ,    148220 ,   8 , 1722
(16:27:59.491)  ,    148306 ,   9 , 1723
(16:27:59.498)  ,    148392 ,   6 , 1724
(16:27:59.504)  ,    148478 ,   9 , 1725
(16:27:59.509)  ,    148564 ,   8 , 1726
(16:27:59.515)  ,    148650 ,   9 , 1727
(16:27:59.522)  ,    148736 ,   6 , 1728
(16:27:59.532)  ,    148822 ,   9 , 1729
(16:27:59.538)  ,    148908 ,   7 , 1730
(16:27:59.546)  ,    148994 ,   3 , 1731
(16:27:59.554)  ,    149080 ,   7 , 1732
(16:27:59.561)  ,    149166 ,   9 , 1733
(16:27:59.568)  ,    149252 ,   7 , 1734
(16:27:59.574)  ,    149338 ,  10 , 1735
(16:27:59.581)  ,    149424 ,   7 , 1736
(16:27:59.587)  ,    149510 ,   5 , 1737
(16:27:59.596)  ,    149596 ,   3 , 1738
(16:27:59.603)  ,    149682 ,   6 , 1739
