Temp , Taille , ex , num
(15:50:30.083) ,128 ,   2 ,    0
(15:50:30.091) ,214 ,   2 ,    1
(15:50:30.100) ,300 ,   2 ,    2
(15:50:30.107) ,386 ,   2 ,    3
(15:50:30.117) ,472 ,   2 ,    4
(15:50:30.124) ,558 ,   2 ,    5
(15:50:30.131) ,644 ,   2 ,    6
(15:50:30.140) ,730 ,   2 ,    7
(15:50:30.152) ,816 ,   2 ,    8
(15:50:30.162) ,902 ,   2 ,    9
(15:50:30.169) ,988 ,   2 ,   10
(15:50:30.182) ,1074 ,   2 ,   11
(15:50:30.189) ,1160 ,   2 ,   12
(15:50:30.204) ,1246 ,   2 ,   13
(15:50:30.217) ,1332 ,   2 ,   14
(15:50:30.237) ,1418 ,   2 ,   15
(15:50:30.244) ,1504 ,   2 ,   16
(15:50:30.252) ,1590 ,   2 ,   17
(15:50:30.269) ,1676 ,   2 ,   18
(15:50:30.285) ,1762 ,   2 ,   19
(15:50:30.294) ,1848 ,   2 ,   20
(15:50:30.301) ,1934 ,   2 ,   21
(15:50:30.308) ,2020 ,   2 ,   22
(15:50:30.321) ,2106 ,   2 ,   23
(15:50:30.328) ,2192 ,   2 ,   24
(15:50:30.334) ,2278 ,   2 ,   25
(15:50:30.341) ,2364 ,   2 ,   26
(15:50:30.352) ,2450 ,   2 ,   27
(15:50:30.363) ,2536 ,   2 ,   28
(15:50:30.371) ,2622 ,   2 ,   29
(15:50:30.383) ,2708 ,   2 ,   30
(15:50:30.396) ,2794 ,   2 ,   31
(15:50:30.413) ,2880 ,   2 ,   32
(15:50:30.427) ,2966 ,   2 ,   33
(15:50:30.438) ,3052 ,   2 ,   34
(15:50:30.446) ,3138 ,   2 ,   35
(15:50:30.455) ,3224 ,   2 ,   36
(15:50:30.463) ,3310 ,   2 ,   37
(15:50:30.469) ,3396 ,   2 ,   38
(15:50:30.479) ,3482 ,   2 ,   39
(15:50:30.486) ,3568 ,   2 ,   40
(15:50:30.491) ,3654 ,   2 ,   41
(15:50:30.498) ,3740 ,   2 ,   42
(15:50:30.507) ,3826 ,   2 ,   43
(15:50:30.515) ,3912 ,   2 ,   44
(15:50:30.525) ,3998 ,   2 ,   45
(15:50:30.534) ,4084 ,   2 ,   46
(15:50:30.542) ,4170 ,   2 ,   47
(15:50:30.553) ,4256 ,   2 ,   48
(15:50:30.562) ,4342 ,   2 ,   49
(15:50:30.574) ,4428 ,   2 ,   50
(15:50:30.586) ,4514 ,   2 ,   51
(15:50:30.600) ,4600 ,   2 ,   52
(15:50:30.607) ,4686 ,   2 ,   53
(15:50:30.612) ,4772 ,   2 ,   54
(15:50:30.621) ,4858 ,   2 ,   55
(15:50:30.626) ,4944 ,   2 ,   56
(15:50:30.636) ,5030 ,   2 ,   57
(15:50:30.650) ,5116 ,   2 ,   58
(15:50:30.660) ,5202 ,   2 ,   59
(15:50:30.668) ,5288 ,   2 ,   60
(15:50:30.679) ,5374 ,   2 ,   61
(15:50:30.692) ,5460 ,   2 ,   62
(15:50:30.703) ,5546 ,   2 ,   63
(15:50:30.713) ,5632 ,   2 ,   64
(15:50:30.722) ,5718 ,   2 ,   65
(15:50:30.730) ,5804 ,   2 ,   66
(15:50:30.738) ,5890 ,   2 ,   67
(15:50:30.743) ,5976 ,   2 ,   68
(15:50:30.751) ,6062 ,   2 ,   69
(15:50:30.757) ,6148 ,   2 ,   70
(15:50:30.766) ,6234 ,   2 ,   71
(15:50:30.773) ,6320 ,   2 ,   72
(15:50:30.783) ,6406 ,   2 ,   73
(15:50:30.789) ,6492 ,   2 ,   74
(15:50:30.794) ,6578 ,   2 ,   75
(15:50:30.806) ,6664 ,   2 ,   76
(15:50:30.811) ,6750 ,   2 ,   77
(15:50:30.816) ,6836 ,   2 ,   78
(15:50:30.824) ,6922 ,   2 ,   79
(15:50:30.830) ,7008 ,   2 ,   80
(15:50:30.840) ,7094 ,   2 ,   81
(15:50:30.850) ,7180 ,   2 ,   82
(15:50:30.857) ,7266 ,   2 ,   83
(15:50:30.865) ,7352 ,   2 ,   84
(15:50:30.877) ,7438 ,   2 ,   85
(15:50:30.889) ,7524 ,   2 ,   86
(15:50:30.894) ,7610 ,   2 ,   87
(15:50:30.904) ,7696 ,   2 ,   88
(15:50:30.913) ,7782 ,   2 ,   89
(15:50:30.921) ,7868 ,   2 ,   90
(15:50:30.932) ,7954 ,   2 ,   91
(15:50:30.940) ,8040 ,   2 ,   92
(15:50:30.946) ,8126 ,   2 ,   93
(15:50:30.950) ,8212 ,   2 ,   94
(15:50:30.955) ,8298 ,   2 ,   95
(15:50:30.969) ,8384 ,   2 ,   96
(15:50:30.975) ,8470 ,   2 ,   97
(15:50:30.982) ,8556 ,   2 ,   98
(15:50:30.986) ,8642 ,   2 ,   99
(15:50:30.991) ,8728 ,   2 ,  100
(15:50:31.001) ,8814 ,   2 ,  101
(15:50:31.012) ,8900 ,   2 ,  102
(15:50:31.018) ,8986 ,   2 ,  103
(15:50:31.023) ,9072 ,   2 ,  104
(15:50:31.027) ,9158 ,   2 ,  105
(15:50:31.034) ,9244 ,   2 ,  106
(15:50:31.041) ,9330 ,   2 ,  107
(15:50:31.054) ,9416 ,   2 ,  108
(15:50:31.062) ,9502 ,   2 ,  109
(15:50:31.068) ,9588 ,   2 ,  110
(15:50:31.075) ,9674 ,   2 ,  111
(15:50:31.080) ,9760 ,   2 ,  112
(15:50:31.086) ,9846 ,   2 ,  113
(15:50:31.095) ,9932 ,   2 ,  114
(15:50:31.109) , 10018 ,   2 ,  115
(15:50:31.112) , 10104 ,   2 ,  116
(15:50:31.118) , 10190 ,   2 ,  117
(15:50:31.123) , 10276 ,   2 ,  118
(15:50:31.132) , 10362 ,   2 ,  119
(15:50:31.143) , 10448 ,   2 ,  120
(15:50:31.149) , 10534 ,   2 ,  121
(15:50:31.157) , 10620 ,   2 ,  122
(15:50:31.165) , 10706 ,   2 ,  123
(15:50:31.171) , 10792 ,   2 ,  124
(15:50:31.179) , 10878 ,   2 ,  125
(15:50:31.195) , 10964 ,   2 ,  126
(15:50:31.205) , 11050 ,   2 ,  127
(15:50:31.213) , 11136 ,   2 ,  128
(15:50:31.218) , 11222 ,   2 ,  129
(15:50:31.223) , 11308 ,   2 ,  130
(15:50:31.232) , 11394 ,   2 ,  131
(15:50:31.238) , 11480 ,   2 ,  132
(15:50:31.259) , 11566 ,   2 ,  133
(15:50:31.280) , 11652 ,   2 ,  134
(15:50:31.284) , 11738 ,   2 ,  135
(15:50:31.292) , 11824 ,   2 ,  136
(15:50:31.309) , 11910 ,   2 ,  137
(15:50:31.313) , 11996 ,   2 ,  138
(15:50:31.318) , 12082 ,   2 ,  139
(15:50:31.326) , 12168 ,   2 ,  140
(15:50:31.335) , 12254 ,   2 ,  141
(15:50:31.340) , 12340 ,   2 ,  142
(15:50:31.352) , 12426 ,   2 ,  143
(15:50:31.357) , 12512 ,   2 ,  144
(15:50:31.370) , 12598 ,   2 ,  145
(15:50:31.380) , 12684 ,   2 ,  146
(15:50:31.386) , 12770 ,   2 ,  147
(15:50:31.399) , 12856 ,   2 ,  148
(15:50:31.407) , 12942 ,   2 ,  149
(15:50:31.416) , 13028 ,   2 ,  150
(15:50:31.424) , 13114 ,   2 ,  151
(15:50:31.428) , 13200 ,   2 ,  152
(15:50:31.439) , 13286 ,   2 ,  153
(15:50:31.445) , 13372 ,   2 ,  154
(15:50:31.451) , 13458 ,   2 ,  155
(15:50:31.455) , 13544 ,   2 ,  156
(15:50:31.459) , 13630 ,   2 ,  157
(15:50:31.463) , 13716 ,   2 ,  158
(15:50:31.469) , 13802 ,   2 ,  159
(15:50:31.473) , 13888 ,   2 ,  160
(15:50:31.478) , 13974 ,   2 ,  161
(15:50:31.483) , 14060 ,   2 ,  162
(15:50:31.487) , 14146 ,   2 ,  163
(15:50:31.491) , 14232 ,   2 ,  164
(15:50:31.495) , 14318 ,   2 ,  165
(15:50:31.504) , 14404 ,   2 ,  166
(15:50:31.507) , 14490 ,   2 ,  167
(15:50:31.511) , 14576 ,   2 ,  168
(15:50:31.517) , 14662 ,   2 ,  169
(15:50:31.522) , 14748 ,   2 ,  170
(15:50:31.530) , 14834 ,   2 ,  171
(15:50:31.535) , 14920 ,   2 ,  172
(15:50:31.540) , 15006 ,   2 ,  173
(15:50:31.545) , 15092 ,   2 ,  174
(15:50:31.551) , 15178 ,   2 ,  175
(15:50:31.561) , 15264 ,   2 ,  176
(15:50:31.568) , 15350 ,   2 ,  177
(15:50:31.578) , 15436 ,   2 ,  178
(15:50:31.592) , 15522 ,   2 ,  179
(15:50:31.598) , 15608 ,   2 ,  180
(15:50:31.607) , 15694 ,   2 ,  181
(15:50:31.612) , 15780 ,   2 ,  182
(15:50:31.622) , 15866 ,   2 ,  183
(15:50:31.630) , 15952 ,   2 ,  184
(15:50:31.641) , 16038 ,   2 ,  185
(15:50:31.654) , 16124 ,   2 ,  186
(15:50:31.661) , 16210 ,   2 ,  187
(15:50:31.673) , 16296 ,   2 ,  188
(15:50:31.681) , 16382 ,   2 ,  189
(15:50:31.688) , 16468 ,   2 ,  190
(15:50:31.699) , 16554 ,   2 ,  191
(15:50:31.720) , 16640 ,   2 ,  192
(15:50:31.725) , 16726 ,   2 ,  193
(15:50:31.730) , 16812 ,   2 ,  194
(15:50:31.738) , 16898 ,   2 ,  195
(15:50:31.745) , 16984 ,   2 ,  196
(15:50:31.753) , 17070 ,   2 ,  197
(15:50:31.757) , 17156 ,   2 ,  198
(15:50:31.761) , 17242 ,   2 ,  199
(15:50:31.771) , 17328 ,   2 ,  200
(15:50:31.778) , 17414 ,   2 ,  201
(15:50:31.789) , 17500 ,   2 ,  202
(15:50:31.795) , 17586 ,   2 ,  203
(15:50:31.804) , 17672 ,   2 ,  204
(15:50:31.810) , 17758 ,   2 ,  205
(15:50:31.818) , 17844 ,   2 ,  206
(15:50:31.832) , 17930 ,   2 ,  207
(15:50:31.841) , 18016 ,   2 ,  208
(15:50:31.868) , 18102 ,   2 ,  209
(15:50:31.873) , 18188 ,   2 ,  210
(15:50:31.879) , 18274 ,   2 ,  211
(15:50:31.884) , 18360 ,   2 ,  212
(15:50:31.888) , 18446 ,   2 ,  213
(15:50:31.899) , 18532 ,   2 ,  214
(15:50:31.905) , 18618 ,   2 ,  215
(15:50:31.908) , 18704 ,   2 ,  216
(15:50:31.912) , 18790 ,   2 ,  217
(15:50:31.916) , 18876 ,   2 ,  218
(15:50:31.920) , 18962 ,   2 ,  219
(15:50:31.937) , 19048 ,   2 ,  220
(15:50:31.944) , 19134 ,   2 ,  221
(15:50:31.951) , 19220 ,   2 ,  222
(15:50:31.957) , 19306 ,   2 ,  223
(15:50:31.967) , 19392 ,   2 ,  224
(15:50:31.971) , 19478 ,   2 ,  225
(15:50:31.975) , 19564 ,   2 ,  226
(15:50:31.987) , 19650 ,   2 ,  227
(15:50:31.991) , 19736 ,   2 ,  228
(15:50:31.995) , 19822 ,   2 ,  229
(15:50:32.001) , 19908 ,   2 ,  230
(15:50:32.006) , 19994 ,   2 ,  231
(15:50:32.011) , 20080 ,   2 ,  232
(15:50:32.015) , 20166 ,   2 ,  233
(15:50:32.020) , 20252 ,   2 ,  234
(15:50:32.027) , 20338 ,   2 ,  235
(15:50:32.033) , 20424 ,   2 ,  236
(15:50:32.036) , 20510 ,   2 ,  237
(15:50:32.040) , 20596 ,   2 ,  238
(15:50:32.046) , 20682 ,   2 ,  239
(15:50:32.053) , 20768 ,   2 ,  240
(15:50:32.057) , 20854 ,   2 ,  241
(15:50:32.061) , 20940 ,   2 ,  242
(15:50:32.065) , 21026 ,   2 ,  243
(15:50:32.070) , 21112 ,   2 ,  244
(15:50:32.074) , 21198 ,   2 ,  245
(15:50:32.079) , 21284 ,   2 ,  246
(15:50:32.084) , 21370 ,   2 ,  247
(15:50:32.092) , 21456 ,   2 ,  248
(15:50:32.100) , 21542 ,   2 ,  249
(15:50:32.107) , 21628 ,   2 ,  250
(15:50:32.113) , 21714 ,   2 ,  251
(15:50:32.121) , 21800 ,   2 ,  252
(15:50:32.125) , 21886 ,   2 ,  253
(15:50:32.135) , 21972 ,   2 ,  254
(15:50:32.149) , 22058 ,   2 ,  255
(15:50:32.158) , 22144 ,   2 ,  256
(15:50:32.165) , 22230 ,   2 ,  257
(15:50:32.172) , 22316 ,   2 ,  258
(15:50:32.179) , 22402 ,   2 ,  259
(15:50:32.211) , 22488 ,   2 ,  260
(15:50:32.216) , 22574 ,   2 ,  261
(15:50:32.237) , 22660 ,   2 ,  262
(15:50:32.241) , 22746 ,   2 ,  263
(15:50:32.263) , 22832 ,   2 ,  264
(15:50:32.305) , 22918 ,   2 ,  265
(15:50:32.341) , 23004 ,   2 ,  266
(15:50:32.366) , 23090 ,   2 ,  267
(15:50:32.833) , 23176 ,   2 ,  268
(15:50:32.847) , 23262 ,   2 ,  269
(15:50:32.854) , 23348 ,   2 ,  270
(15:50:32.863) , 23434 ,   2 ,  271
(15:50:32.870) , 23520 ,   2 ,  272
(15:50:32.879) , 23606 ,   2 ,  273
(15:50:32.884) , 23692 ,   2 ,  274
(15:50:32.889) , 23778 ,   2 ,  275
(15:50:32.895) , 23864 ,   2 ,  276
(15:50:32.908) , 23950 ,   2 ,  277
(15:50:32.916) , 24036 ,   2 ,  278
(15:50:32.922) , 24122 ,   2 ,  279
(15:50:32.950) , 24208 ,   2 ,  280
(15:50:32.958) , 24294 ,   2 ,  281
(15:50:32.966) , 24380 ,   2 ,  282
(15:50:32.973) , 24466 ,   2 ,  283
(15:50:32.983) , 24552 ,   2 ,  284
(15:50:32.990) , 24638 ,   2 ,  285
(15:50:32.999) , 24724 ,   2 ,  286
(15:50:33.004) , 24810 ,   2 ,  287
(15:50:33.011) , 24896 ,   2 ,  288
(15:50:33.034) , 24982 ,   2 ,  289
(15:50:33.038) , 25068 ,   2 ,  290
(15:50:33.080) , 25154 ,   2 ,  291
(15:50:33.087) , 25240 ,   2 ,  292
(15:50:33.094) , 25326 ,   2 ,  293
(15:50:33.100) , 25412 ,   2 ,  294
(15:50:33.112) , 25498 ,   2 ,  295
(15:50:33.130) , 25584 ,   2 ,  296
(15:50:33.134) , 25670 ,   2 ,  297
(15:50:33.150) , 25756 ,   2 ,  298
(15:50:33.156) , 25842 ,   2 ,  299
(15:50:33.161) , 25928 ,   2 ,  300
(15:50:33.166) , 26014 ,   2 ,  301
(15:50:33.170) , 26100 ,   2 ,  302
(15:50:33.174) , 26186 ,   2 ,  303
(15:50:33.178) , 26272 ,   2 ,  304
(15:50:33.182) , 26358 ,   2 ,  305
(15:50:33.187) , 26444 ,   2 ,  306
(15:50:33.191) , 26530 ,   2 ,  307
(15:50:33.195) , 26616 ,   2 ,  308
(15:50:33.200) , 26702 ,   2 ,  309
(15:50:33.205) , 26788 ,   2 ,  310
(15:50:33.209) , 26874 ,   2 ,  311
(15:50:33.225) , 26960 ,   2 ,  312
(15:50:33.229) , 27046 ,   2 ,  313
(15:50:33.236) , 27132 ,   2 ,  314
(15:50:33.240) , 27218 ,   2 ,  315
(15:50:33.247) , 27304 ,   2 ,  316
(15:50:33.251) , 27390 ,   2 ,  317
(15:50:33.256) , 27476 ,   2 ,  318
(15:50:33.267) , 27562 ,   2 ,  319
(15:50:33.283) , 27648 ,   2 ,  320
(15:50:33.289) , 27734 ,   2 ,  321
(15:50:33.295) , 27820 ,   2 ,  322
(15:50:33.302) , 27906 ,   2 ,  323
(15:50:33.309) , 27992 ,   2 ,  324
(15:50:33.316) , 28078 ,   2 ,  325
(15:50:33.320) , 28164 ,   2 ,  326
(15:50:33.324) , 28250 ,   2 ,  327
(15:50:33.328) , 28336 ,   2 ,  328
(15:50:33.334) , 28422 ,   2 ,  329
(15:50:33.338) , 28508 ,   2 ,  330
(15:50:33.347) , 28594 ,   2 ,  331
(15:50:33.355) , 28680 ,   2 ,  332
(15:50:33.366) , 28766 ,   2 ,  333
(15:50:33.372) , 28852 ,   2 ,  334
(15:50:33.376) , 28938 ,   2 ,  335
(15:50:33.380) , 29024 ,   2 ,  336
(15:50:33.383) , 29110 ,   2 ,  337
(15:50:33.396) , 29196 ,   2 ,  338
(15:50:33.401) , 29282 ,   2 ,  339
(15:50:33.406) , 29368 ,   2 ,  340
(15:50:33.416) , 29454 ,   2 ,  341
(15:50:33.422) , 29540 ,   2 ,  342
(15:50:33.431) , 29626 ,   2 ,  343
(15:50:33.437) , 29712 ,   2 ,  344
(15:50:33.441) , 29798 ,   2 ,  345
(15:50:33.445) , 29884 ,   2 ,  346
(15:50:33.449) , 29970 ,   2 ,  347
(15:50:33.454) , 30056 ,   2 ,  348
(15:50:33.461) , 30142 ,   2 ,  349
(15:50:33.469) , 30228 ,   2 ,  350
(15:50:33.485) , 30314 ,   2 ,  351
(15:50:33.492) , 30400 ,   2 ,  352
(15:50:33.542) , 30486 ,   2 ,  353
(15:50:33.559) , 30572 ,   2 ,  354
(15:50:33.563) , 30658 ,   2 ,  355
(15:50:33.569) , 30744 ,   2 ,  356
(15:50:33.574) , 30830 ,   2 ,  357
(15:50:33.578) , 30916 ,   2 ,  358
(15:50:33.585) , 31002 ,   2 ,  359
(15:50:33.590) , 31088 ,   2 ,  360
(15:50:33.593) , 31174 ,   2 ,  361
(15:50:33.600) , 31260 ,   2 ,  362
(15:50:33.605) , 31346 ,   2 ,  363
(15:50:33.617) , 31432 ,   2 ,  364
(15:50:33.623) , 31518 ,   2 ,  365
(15:50:33.628) , 31604 ,   2 ,  366
(15:50:33.635) , 31690 ,   2 ,  367
(15:50:33.641) , 31776 ,   2 ,  368
(15:50:33.646) , 31862 ,   2 ,  369
(15:50:33.651) , 31948 ,   2 ,  370
(15:50:33.657) , 32034 ,   2 ,  371
(15:50:33.661) , 32120 ,   2 ,  372
(15:50:33.667) , 32206 ,   2 ,  373
(15:50:33.672) , 32292 ,   2 ,  374
(15:50:33.678) , 32378 ,   2 ,  375
(15:50:33.685) , 32464 ,   2 ,  376
(15:50:33.691) , 32550 ,   2 ,  377
(15:50:33.699) , 32636 ,   2 ,  378
(15:50:33.705) , 32722 ,   2 ,  379
(15:50:33.711) , 32808 ,   2 ,  380
(15:50:33.718) , 32894 ,   2 ,  381
(15:50:33.733) , 32980 ,   2 ,  382
(15:50:33.756) , 33066 ,   2 ,  383
(15:50:33.782) , 33152 ,   2 ,  384
(15:50:33.796) , 33238 ,   2 ,  385
(15:50:33.803) , 33324 ,   2 ,  386
(15:50:33.810) , 33410 ,   2 ,  387
(15:50:33.817) , 33496 ,   2 ,  388
(15:50:33.824) , 33582 ,   2 ,  389
(15:50:33.830) , 33668 ,   2 ,  390
(15:50:33.837) , 33754 ,   2 ,  391
(15:50:33.844) , 33840 ,   2 ,  392
(15:50:33.962) , 33926 ,   2 ,  393
(15:50:33.968) , 34012 ,   2 ,  394
(15:50:33.990) , 34098 ,   2 ,  395
(15:50:34.009) , 34184 ,   2 ,  396
(15:50:34.123) , 34270 ,   2 ,  397
(15:50:34.145) , 34356 ,   2 ,  398
(15:50:34.308) , 34442 ,   2 ,  399
(15:50:34.324) , 34528 ,   2 ,  400
(15:50:34.357) , 34614 ,   2 ,  401
(15:50:34.370) , 34700 ,   2 ,  402
(15:50:34.384) , 34786 ,   2 ,  403
(15:50:34.397) , 34872 ,   2 ,  404
(15:50:34.409) , 34958 ,   2 ,  405
(15:50:34.422) , 35044 ,   2 ,  406
(15:50:34.455) , 35130 ,   2 ,  407
(15:50:34.461) , 35216 ,   2 ,  408
(15:50:34.467) , 35302 ,   2 ,  409
(15:50:34.474) , 35388 ,   2 ,  410
(15:50:34.479) , 35474 ,   2 ,  411
(15:50:34.484) , 35560 ,   2 ,  412
(15:50:34.501) , 35646 ,   2 ,  413
(15:50:34.515) , 35732 ,   2 ,  414
(15:50:34.521) , 35818 ,   2 ,  415
(15:50:34.528) , 35904 ,   2 ,  416
(15:50:34.534) , 35990 ,   2 ,  417
(15:50:34.539) , 36076 ,   2 ,  418
(15:50:34.543) , 36162 ,   2 ,  419
(15:50:34.548) , 36248 ,   2 ,  420
(15:50:34.552) , 36334 ,   2 ,  421
(15:50:34.557) , 36420 ,   2 ,  422
(15:50:34.562) , 36506 ,   2 ,  423
(15:50:34.569) , 36592 ,   2 ,  424
(15:50:34.575) , 36678 ,   2 ,  425
(15:50:34.580) , 36764 ,   2 ,  426
(15:50:34.585) , 36850 ,   2 ,  427
(15:50:34.589) , 36936 ,   2 ,  428
(15:50:34.594) , 37022 ,   2 ,  429
(15:50:34.599) , 37108 ,   2 ,  430
(15:50:34.602) , 37194 ,   2 ,  431
(15:50:34.606) , 37280 ,   2 ,  432
(15:50:34.610) , 37366 ,   2 ,  433
(15:50:34.614) , 37452 ,   2 ,  434
(15:50:34.618) , 37538 ,   2 ,  435
(15:50:34.622) , 37624 ,   2 ,  436
(15:50:34.626) , 37710 ,   2 ,  437
(15:50:34.630) , 37796 ,   2 ,  438
(15:50:34.634) , 37882 ,   2 ,  439
(15:50:34.652) , 37968 ,   2 ,  440
(15:50:34.658) , 38054 ,   2 ,  441
(15:50:34.666) , 38140 ,   2 ,  442
(15:50:34.672) , 38226 ,   2 ,  443
(15:50:34.678) , 38312 ,   2 ,  444
(15:50:34.685) , 38398 ,   2 ,  445
(15:50:34.692) , 38484 ,   2 ,  446
(15:50:34.715) , 38570 ,   2 ,  447
(15:50:34.722) , 38656 ,   2 ,  448
(15:50:34.736) , 38742 ,   2 ,  449
(15:50:34.745) , 38828 ,   2 ,  450
(15:50:34.766) , 38914 ,   2 ,  451
(15:50:34.776) , 39000 ,   2 ,  452
(15:50:34.783) , 39086 ,   2 ,  453
(15:50:34.792) , 39172 ,   2 ,  454
(15:50:34.801) , 39258 ,   2 ,  455
(15:50:34.805) , 39344 ,   2 ,  456
(15:50:34.821) , 39430 ,   2 ,  457
(15:50:34.825) , 39516 ,   2 ,  458
(15:50:34.829) , 39602 ,   2 ,  459
(15:50:34.834) , 39688 ,   2 ,  460
(15:50:34.837) , 39774 ,   2 ,  461
(15:50:34.840) , 39860 ,   2 ,  462
(15:50:34.845) , 39946 ,   2 ,  463
(15:50:34.850) , 40032 ,   2 ,  464
(15:50:34.855) , 40118 ,   2 ,  465
(15:50:34.858) , 40204 ,   2 ,  466
(15:50:34.863) , 40290 ,   2 ,  467
(15:50:34.872) , 40376 ,   2 ,  468
(15:50:34.906) , 40462 ,   2 ,  469
(15:50:34.942) , 40548 ,   2 ,  470
(15:50:34.949) , 40634 ,   2 ,  471
(15:50:34.956) , 40720 ,   2 ,  472
(15:50:34.963) , 40806 ,   2 ,  473
(15:50:34.970) , 40892 ,   2 ,  474
(15:50:34.976) , 40978 ,   2 ,  475
(15:50:34.983) , 41064 ,   2 ,  476
(15:50:34.996) , 41150 ,   2 ,  477
(15:50:35.003) , 41236 ,   2 ,  478
(15:50:35.070) , 41322 ,   2 ,  479
(15:50:35.076) , 41408 ,   2 ,  480
(15:50:35.083) , 41494 ,   2 ,  481
(15:50:35.090) , 41580 ,   2 ,  482
(15:50:35.096) , 41666 ,   2 ,  483
(15:50:35.184) , 41752 ,   2 ,  484
(15:50:35.193) , 41838 ,   2 ,  485
(15:50:35.200) , 41924 ,   2 ,  486
(15:50:35.209) , 42010 ,   2 ,  487
(15:50:35.217) , 42096 ,   2 ,  488
(15:50:35.223) , 42182 ,   2 ,  489
(15:50:35.229) , 42268 ,   2 ,  490
(15:50:35.236) , 42354 ,   2 ,  491
(15:50:35.241) , 42440 ,   2 ,  492
(15:50:35.255) , 42526 ,   2 ,  493
(15:50:35.259) , 42612 ,   2 ,  494
(15:50:35.265) , 42698 ,   2 ,  495
(15:50:35.270) , 42784 ,   2 ,  496
(15:50:35.283) , 42870 ,   2 ,  497
(15:50:35.288) , 42956 ,   2 ,  498
(15:50:35.295) , 43042 ,   2 ,  499
(15:50:35.302) , 43128 ,   2 ,  500
(15:50:35.307) , 43214 ,   2 ,  501
(15:50:35.319) , 43300 ,   2 ,  502
(15:50:35.332) , 43386 ,   2 ,  503
(15:50:35.337) , 43472 ,   2 ,  504
(15:50:35.342) , 43558 ,   2 ,  505
(15:50:35.348) , 43644 ,   2 ,  506
(15:50:35.352) , 43730 ,   2 ,  507
(15:50:35.358) , 43816 ,   2 ,  508
(15:50:35.363) , 43902 ,   2 ,  509
(15:50:35.369) , 43988 ,   2 ,  510
(15:50:35.380) , 44074 ,   2 ,  511
(15:50:35.386) , 44160 ,   2 ,  512
(15:50:35.395) , 44246 ,   2 ,  513
(15:50:35.416) , 44332 ,   2 ,  514
(15:50:35.422) , 44418 ,   2 ,  515
(15:50:35.427) , 44504 ,   2 ,  516
(15:50:35.434) , 44590 ,   2 ,  517
(15:50:35.440) , 44676 ,   2 ,  518
(15:50:35.449) , 44762 ,   2 ,  519
(15:50:35.453) , 44848 ,   3 ,  520
(15:50:35.458) , 44934 ,   3 ,  521
(15:50:35.465) , 45020 ,   2 ,  522
(15:50:35.470) , 45106 ,   2 ,  523
(15:50:35.475) , 45192 ,   2 ,  524
(15:50:35.483) , 45278 ,   2 ,  525
(15:50:35.489) , 45364 ,   2 ,  526
(15:50:35.500) , 45450 ,   2 ,  527
(15:50:35.513) , 45536 ,   2 ,  528
(15:50:35.546) , 45622 ,   2 ,  529
(15:50:35.552) , 45708 ,   3 ,  530
(15:50:35.558) , 45794 ,   2 ,  531
(15:50:35.565) , 45880 ,   2 ,  532
(15:50:35.570) , 45966 ,   2 ,  533
(15:50:35.575) , 46052 ,   3 ,  534
(15:50:35.581) , 46138 ,   2 ,  535
(15:50:35.600) , 46224 ,   2 ,  536
(15:50:35.610) , 46310 ,   3 ,  537
(15:50:35.618) , 46396 ,   2 ,  538
(15:50:35.622) , 46482 ,   2 ,  539
(15:50:35.628) , 46568 ,   3 ,  540
(15:50:35.635) , 46654 ,   3 ,  541
(15:50:35.642) , 46740 ,   2 ,  542
(15:50:35.658) , 46826 ,   2 ,  543
(15:50:35.663) , 46912 ,   2 ,  544
(15:50:35.667) , 46998 ,   2 ,  545
(15:50:35.671) , 47084 ,   3 ,  546
(15:50:35.677) , 47170 ,   2 ,  547
(15:50:35.684) , 47256 ,   3 ,  548
(15:50:35.690) , 47342 ,   2 ,  549
(15:50:35.694) , 47428 ,   3 ,  550
(15:50:35.701) , 47514 ,   2 ,  551
(15:50:35.707) , 47600 ,   2 ,  552
(15:50:35.716) , 47686 ,   2 ,  553
(15:50:35.726) , 47772 ,   2 ,  554
(15:50:35.731) , 47858 ,   2 ,  555
(15:50:35.736) , 47944 ,   2 ,  556
(15:50:35.743) , 48030 ,   2 ,  557
(15:50:35.759) , 48116 ,   2 ,  558
(15:50:35.765) , 48202 ,   2 ,  559
(15:50:35.771) , 48288 ,   2 ,  560
(15:50:35.777) , 48374 ,   2 ,  561
(15:50:35.781) , 48460 ,   3 ,  562
(15:50:35.790) , 48546 ,   3 ,  563
(15:50:35.797) , 48632 ,   2 ,  564
(15:50:35.804) , 48718 ,   2 ,  565
(15:50:35.810) , 48804 ,   2 ,  566
(15:50:35.817) , 48890 ,   2 ,  567
(15:50:35.822) , 48976 ,   2 ,  568
(15:50:35.827) , 49062 ,   2 ,  569
(15:50:35.833) , 49148 ,   2 ,  570
(15:50:35.837) , 49234 ,   2 ,  571
(15:50:35.840) , 49320 ,   2 ,  572
(15:50:35.849) , 49406 ,   2 ,  573
(15:50:35.854) , 49492 ,   3 ,  574
(15:50:35.860) , 49578 ,   2 ,  575
(15:50:35.867) , 49664 ,   2 ,  576
(15:50:35.873) , 49750 ,   2 ,  577
(15:50:35.877) , 49836 ,   2 ,  578
(15:50:35.882) , 49922 ,   3 ,  579
(15:50:35.887) , 50008 ,   2 ,  580
(15:50:35.891) , 50094 ,   2 ,  581
(15:50:35.898) , 50180 ,   3 ,  582
