Temp , Taille , ex , num
(15:50:40.704) ,108832 ,   2 , 1264
(15:50:40.712) ,108918 ,   3 , 1265
(15:50:40.720) ,109004 ,   2 , 1266
(15:50:40.727) ,109090 ,   2 , 1267
(15:50:40.738) ,109176 ,   2 , 1268
(15:50:40.749) ,109262 ,   2 , 1269
(15:50:40.754) ,109348 ,   4 , 1270
(15:50:40.760) ,109434 ,   6 , 1271
(15:50:40.767) ,109520 ,   4 , 1272
(15:50:40.773) ,109606 ,   4 , 1273
(15:50:40.781) ,109692 ,   4 , 1274
(15:50:40.788) ,109778 ,   4 , 1275
(15:50:40.796) ,109864 ,   3 , 1276
(15:50:40.802) ,109950 ,   5 , 1277
(15:50:40.808) ,110036 ,   4 , 1278
(15:50:40.819) ,110122 ,   2 , 1279
(15:50:40.825) ,110208 ,   4 , 1280
(15:50:40.833) ,110294 ,   4 , 1281
(15:50:40.839) ,110380 ,   4 , 1282
(15:50:40.845) ,110466 ,   2 , 1283
(15:50:40.851) ,110552 ,   4 , 1284
(15:50:40.858) ,110638 ,   3 , 1285
(15:50:40.867) ,110724 ,   2 , 1286
(15:50:40.879) ,110810 ,   2 , 1287
(15:50:40.891) ,110896 ,   2 , 1288
(15:50:40.904) ,110982 ,   2 , 1289
(15:50:40.916) ,111068 ,   2 , 1290
(15:50:40.923) ,111154 ,   2 , 1291
(15:50:40.929) ,111240 ,   2 , 1292
(15:50:40.938) ,111326 ,   3 , 1293
(15:50:40.944) ,111412 ,   5 , 1294
(15:50:40.951) ,111498 ,   6 , 1295
(15:50:40.957) ,111584 ,   5 , 1296
(15:50:40.964) ,111670 ,   2 , 1297
(15:50:40.971) ,111756 ,   2 , 1298
(15:50:40.978) ,111842 ,   2 , 1299
(15:50:40.985) ,111928 ,   5 , 1300
(15:50:40.993) ,112014 ,   2 , 1301
(15:50:41.002) ,112100 ,   3 , 1302
(15:50:41.009) ,112186 ,   2 , 1303
(15:50:41.019) ,112272 ,   2 , 1304
(15:50:41.026) ,112358 ,   4 , 1305
(15:50:41.033) ,112444 ,   5 , 1306
(15:50:41.039) ,112530 ,   4 , 1307
(15:50:41.046) ,112616 ,   2 , 1308
(15:50:41.057) ,112702 ,   2 , 1309
(15:50:41.063) ,112788 ,   2 , 1310
(15:50:41.071) ,112874 ,   2 , 1311
(15:50:41.077) ,112960 ,   4 , 1312
(15:50:41.084) ,113046 ,   6 , 1313
(15:50:41.090) ,113132 ,   5 , 1314
(15:50:41.098) ,113218 ,   3 , 1315
(15:50:41.104) ,113304 ,   4 , 1316
(15:50:41.110) ,113390 ,   4 , 1317
(15:50:41.116) ,113476 ,   2 , 1318
(15:50:41.122) ,113562 ,   4 , 1319
(15:50:41.128) ,113648 ,   4 , 1320
(15:50:41.134) ,113734 ,   4 , 1321
(15:50:41.140) ,113820 ,   4 , 1322
(15:50:41.146) ,113906 ,   4 , 1323
(15:50:41.152) ,113992 ,   4 , 1324
(15:50:41.158) ,114078 ,   5 , 1325
(15:50:41.164) ,114164 ,   3 , 1326
(15:50:41.169) ,114250 ,   4 , 1327
(15:50:41.175) ,114336 ,   6 , 1328
(15:50:41.181) ,114422 ,   5 , 1329
(15:50:41.186) ,114508 ,   4 , 1330
(15:50:41.192) ,114594 ,   4 , 1331
(15:50:41.200) ,114680 ,   5 , 1332
(15:50:41.206) ,114766 ,   4 , 1333
(15:50:41.212) ,114852 ,   4 , 1334
(15:50:41.218) ,114938 ,   4 , 1335
(15:50:41.224) ,115024 ,   4 , 1336
(15:50:41.230) ,115110 ,   2 , 1337
(15:50:41.236) ,115196 ,   4 , 1338
(15:50:41.242) ,115282 ,   6 , 1339
(15:50:41.248) ,115368 ,   5 , 1340
(15:50:41.254) ,115454 ,   5 , 1341
(15:50:41.260) ,115540 ,   4 , 1342
(15:50:41.266) ,115626 ,   4 , 1343
(15:50:41.272) ,115712 ,   4 , 1344
(15:50:41.278) ,115798 ,   3 , 1345
(15:50:41.285) ,115884 ,   2 , 1346
(15:50:41.291) ,115970 ,   4 , 1347
(15:50:41.298) ,116056 ,   4 , 1348
(15:50:41.303) ,116142 ,   4 , 1349
(15:50:41.310) ,116228 ,   5 , 1350
(15:50:41.317) ,116314 ,   2 , 1351
(15:50:41.323) ,116400 ,   4 , 1352
(15:50:41.330) ,116486 ,   4 , 1353
(15:50:41.335) ,116572 ,   4 , 1354
(15:50:41.342) ,116658 ,   5 , 1355
(15:50:41.349) ,116744 ,   4 , 1356
(15:50:41.355) ,116830 ,   4 , 1357
(15:50:41.361) ,116916 ,   2 , 1358
(15:50:41.368) ,117002 ,   4 , 1359
(15:50:41.374) ,117088 ,   4 , 1360
(15:50:41.380) ,117174 ,   5 , 1361
(15:50:41.386) ,117260 ,   6 , 1362
(15:50:41.392) ,117346 ,   6 , 1363
(15:50:41.398) ,117432 ,   2 , 1364
(15:50:41.404) ,117518 ,   4 , 1365
(15:50:41.410) ,117604 ,   2 , 1366
(15:50:41.418) ,117690 ,   5 , 1367
(15:50:41.424) ,117776 ,   5 , 1368
(15:50:41.430) ,117862 ,   5 , 1369
(15:50:41.436) ,117948 ,   5 , 1370
(15:50:41.441) ,118034 ,   5 , 1371
(15:50:41.450) ,118120 ,   4 , 1372
(15:50:41.456) ,118206 ,   5 , 1373
(15:50:41.463) ,118292 ,   2 , 1374
(15:50:41.469) ,118378 ,   4 , 1375
(15:50:41.477) ,118464 ,   2 , 1376
(15:50:41.485) ,118550 ,   2 , 1377
(15:50:41.491) ,118636 ,   5 , 1378
(15:50:41.499) ,118722 ,   4 , 1379
(15:50:41.505) ,118808 ,   4 , 1380
(15:50:41.511) ,118894 ,   4 , 1381
(15:50:41.518) ,118980 ,   4 , 1382
(15:50:41.524) ,119066 ,   4 , 1383
(15:50:41.531) ,119152 ,   5 , 1384
(15:50:41.536) ,119238 ,   5 , 1385
(15:50:41.542) ,119324 ,   2 , 1386
(15:50:41.548) ,119410 ,   4 , 1387
(15:50:41.554) ,119496 ,   5 , 1388
(15:50:41.559) ,119582 ,   4 , 1389
(15:50:41.566) ,119668 ,   5 , 1390
(15:50:41.571) ,119754 ,   4 , 1391
(15:50:41.577) ,119840 ,   2 , 1392
(15:50:41.584) ,119926 ,   4 , 1393
(15:50:41.590) ,120012 ,   4 , 1394
(15:50:41.596) ,120098 ,   4 , 1395
(15:50:41.601) ,120184 ,   4 , 1396
(15:50:41.607) ,120270 ,   4 , 1397
(15:50:41.613) ,120356 ,   3 , 1398
(15:50:41.619) ,120442 ,   5 , 1399
(15:50:41.624) ,120528 ,   2 , 1400
(15:50:41.630) ,120614 ,   5 , 1401
(15:50:41.634) ,120700 ,   4 , 1402
(15:50:41.638) ,120786 ,   4 , 1403
(15:50:41.642) ,120872 ,   4 , 1404
(15:50:41.647) ,120958 ,   5 , 1405
(15:50:41.651) ,121044 ,   5 , 1406
(15:50:41.657) ,121130 ,   2 , 1407
(15:50:41.662) ,121216 ,   4 , 1408
(15:50:41.666) ,121302 ,   5 , 1409
(15:50:41.670) ,121388 ,   5 , 1410
(15:50:41.675) ,121474 ,   5 , 1411
(15:50:41.681) ,121560 ,   2 , 1412
(15:50:41.685) ,121646 ,   5 , 1413
(15:50:41.689) ,121732 ,   5 , 1414
(15:50:41.694) ,121818 ,   5 , 1415
(15:50:41.699) ,121904 ,   4 , 1416
(15:50:41.703) ,121990 ,   5 , 1417
(15:50:41.707) ,122076 ,   4 , 1418
(15:50:41.712) ,122162 ,   5 , 1419
(15:50:41.716) ,122248 ,   4 , 1420
(15:50:41.721) ,122334 ,   4 , 1421
(15:50:41.725) ,122420 ,   5 , 1422
(15:50:41.731) ,122506 ,   6 , 1423
(15:50:41.737) ,122592 ,   4 , 1424
(15:50:41.742) ,122678 ,   5 , 1425
(15:50:41.748) ,122764 ,   4 , 1426
(15:50:41.754) ,122850 ,   4 , 1427
(15:50:41.760) ,122936 ,   5 , 1428
(15:50:41.766) ,123022 ,   4 , 1429
(15:50:41.771) ,123108 ,   5 , 1430
(15:50:41.777) ,123194 ,   4 , 1431
(15:50:41.783) ,123280 ,   5 , 1432
(15:50:41.789) ,123366 ,   2 , 1433
(15:50:41.796) ,123452 ,   3 , 1434
(15:50:41.802) ,123538 ,   4 , 1435
(15:50:41.808) ,123624 ,   5 , 1436
(15:50:41.814) ,123710 ,   2 , 1437
(15:50:41.819) ,123796 ,   4 , 1438
(15:50:41.825) ,123882 ,   4 , 1439
(15:50:41.832) ,123968 ,   4 , 1440
(15:50:41.837) ,124054 ,   5 , 1441
(15:50:41.842) ,124140 ,   4 , 1442
(15:50:41.848) ,124226 ,   5 , 1443
(15:50:41.852) ,124312 ,   4 , 1444
(15:50:41.858) ,124398 ,   4 , 1445
(15:50:41.863) ,124484 ,   5 , 1446
(15:50:41.869) ,124570 ,   4 , 1447
(15:50:41.874) ,124656 ,   4 , 1448
(15:50:41.880) ,124742 ,   5 , 1449
(15:50:41.886) ,124828 ,   4 , 1450
(15:50:41.891) ,124914 ,   4 , 1451
(15:50:41.899) ,125000 ,   5 , 1452
(15:50:41.905) ,125086 ,   4 , 1453
(15:50:41.910) ,125172 ,   5 , 1454
(15:50:41.916) ,125258 ,   5 , 1455
(15:50:41.923) ,125344 ,   5 , 1456
(15:50:41.930) ,125430 ,   4 , 1457
(15:50:41.938) ,125516 ,   6 , 1458
(15:50:41.943) ,125602 ,   5 , 1459
(15:50:41.950) ,125688 ,   5 , 1460
(15:50:41.955) ,125774 ,   5 , 1461
(15:50:41.961) ,125860 ,   6 , 1462
(15:50:41.967) ,125946 ,   5 , 1463
(15:50:41.972) ,126032 ,   5 , 1464
(15:50:41.978) ,126118 ,   5 , 1465
(15:50:41.984) ,126204 ,   6 , 1466
(15:50:41.989) ,126290 ,   5 , 1467
(15:50:41.997) ,126376 ,   2 , 1468
(15:50:42.003) ,126462 ,   5 , 1469
(15:50:42.009) ,126548 ,   5 , 1470
(15:50:42.014) ,126634 ,   7 , 1471
(15:50:42.020) ,126720 ,   5 , 1472
(15:50:42.026) ,126806 ,   5 , 1473
(15:50:42.031) ,126892 ,   5 , 1474
(15:50:42.036) ,126978 ,   5 , 1475
(15:50:42.042) ,127064 ,   5 , 1476
(15:50:42.048) ,127150 ,   2 , 1477
(15:50:42.055) ,127236 ,   2 , 1478
(15:50:42.061) ,127322 ,   6 , 1479
(15:50:42.068) ,127408 ,   7 , 1480
(15:50:42.077) ,127494 ,   2 , 1481
(15:50:42.084) ,127580 ,   5 , 1482
(15:50:42.091) ,127666 ,   5 , 1483
(15:50:42.098) ,127752 ,   4 , 1484
(15:50:42.105) ,127838 ,   5 , 1485
(15:50:42.111) ,127924 ,   5 , 1486
(15:50:42.119) ,128010 ,   2 , 1487
(15:50:42.127) ,128096 ,   4 , 1488
(15:50:42.135) ,128182 ,   5 , 1489
(15:50:42.145) ,128268 ,   2 , 1490
(15:50:42.151) ,128354 ,   6 , 1491
(15:50:42.158) ,128440 ,   6 , 1492
(15:50:42.165) ,128526 ,   3 , 1493
(15:50:42.172) ,128612 ,   6 , 1494
(15:50:42.180) ,128698 ,   3 , 1495
(15:50:42.187) ,128784 ,   3 , 1496
(15:50:42.193) ,128870 ,   6 , 1497
(15:50:42.201) ,128956 ,   3 , 1498
(15:50:42.207) ,129042 ,   7 , 1499
(15:50:42.214) ,129128 ,   3 , 1500
(15:50:42.221) ,129214 ,   7 , 1501
(15:50:42.236) ,129300 ,   4 , 1502
(15:50:42.244) ,129386 ,   3 , 1503
(15:50:42.252) ,129472 ,   3 , 1504
(15:50:42.265) ,129558 ,   3 , 1505
(15:50:42.275) ,129644 ,   3 , 1506
(15:50:42.282) ,129730 ,   3 , 1507
(15:50:42.288) ,129816 ,   7 , 1508
(15:50:42.296) ,129902 ,   6 , 1509
(15:50:42.302) ,129988 ,   6 , 1510
(15:50:42.308) ,130074 ,   6 , 1511
(15:50:42.315) ,130160 ,   6 , 1512
(15:50:42.322) ,130246 ,   6 , 1513
(15:50:42.328) ,130332 ,   5 , 1514
(15:50:42.335) ,130418 ,   7 , 1515
(15:50:42.341) ,130504 ,   6 , 1516
(15:50:42.348) ,130590 ,   7 , 1517
(15:50:42.355) ,130676 ,   8 , 1518
(15:50:42.361) ,130762 ,   7 , 1519
(15:50:42.368) ,130848 ,   6 , 1520
(15:50:42.374) ,130934 ,   6 , 1521
(15:50:42.381) ,131020 ,   6 , 1522
(15:50:42.388) ,131106 ,   6 , 1523
(15:50:42.394) ,131192 ,   3 , 1524
(15:50:42.401) ,131278 ,   3 , 1525
(15:50:42.408) ,131364 ,   3 , 1526
(15:50:42.415) ,131450 ,   7 , 1527
(15:50:42.423) ,131536 ,   6 , 1528
(15:50:42.429) ,131622 ,   7 , 1529
(15:50:42.436) ,131708 ,   7 , 1530
(15:50:42.442) ,131794 ,   3 , 1531
(15:50:42.449) ,131880 ,   6 , 1532
(15:50:42.456) ,131966 ,   3 , 1533
(15:50:42.464) ,132052 ,   6 , 1534
(15:50:42.471) ,132138 ,   6 , 1535
(15:50:42.478) ,132224 ,   7 , 1536
(15:50:42.485) ,132310 ,   6 , 1537
(15:50:42.491) ,132396 ,   6 , 1538
(15:50:42.499) ,132482 ,   6 , 1539
(15:50:42.507) ,132568 ,   6 , 1540
(15:50:42.515) ,132654 ,   6 , 1541
(15:50:42.522) ,132740 ,   3 , 1542
(15:50:42.534) ,132826 ,   3 , 1543
(15:50:42.542) ,132912 ,   3 , 1544
(15:50:42.550) ,132998 ,   4 , 1545
(15:50:42.557) ,133084 ,   3 , 1546
(15:50:42.565) ,133170 ,   4 , 1547
(15:50:42.572) ,133256 ,   4 , 1548
(15:50:42.580) ,133342 ,   4 , 1549
(15:50:42.589) ,133428 ,   3 , 1550
(15:50:42.596) ,133514 ,   4 , 1551
(15:50:42.604) ,133600 ,   3 , 1552
(15:50:42.611) ,133686 ,   4 , 1553
(15:50:42.619) ,133772 ,   4 , 1554
(15:50:42.626) ,133858 ,   3 , 1555
(15:50:42.635) ,133944 ,   4 , 1556
(15:50:42.641) ,134030 ,   4 , 1557
(15:50:42.648) ,134116 ,   4 , 1558
(15:50:42.654) ,134202 ,   5 , 1559
(15:50:42.660) ,134288 ,   4 , 1560
(15:50:42.668) ,134374 ,   7 , 1561
(15:50:42.674) ,134460 ,   4 , 1562
(15:50:42.681) ,134546 ,   3 , 1563
(15:50:42.687) ,134632 ,   3 , 1564
(15:50:42.693) ,134718 ,   5 , 1565
(15:50:42.700) ,134804 ,   5 , 1566
(15:50:42.706) ,134890 ,   4 , 1567
(15:50:42.713) ,134976 ,   4 , 1568
(15:50:42.719) ,135062 ,   6 , 1569
(15:50:42.725) ,135148 ,   6 , 1570
(15:50:42.732) ,135234 ,   5 , 1571
(15:50:42.739) ,135320 ,   3 , 1572
(15:50:42.747) ,135406 ,   4 , 1573
(15:50:42.753) ,135492 ,   6 , 1574
(15:50:42.759) ,135578 ,   6 , 1575
(15:50:42.766) ,135664 ,   5 , 1576
(15:50:42.773) ,135750 ,   7 , 1577
(15:50:42.780) ,135836 ,   7 , 1578
(15:50:42.786) ,135922 ,   7 , 1579
(15:50:42.792) ,136008 ,   5 , 1580
(15:50:42.797) ,136094 ,   5 , 1581
(15:50:42.802) ,136180 ,   5 , 1582
(15:50:42.806) ,136266 ,   6 , 1583
(15:50:42.811) ,136352 ,   5 , 1584
(15:50:42.817) ,136438 ,   5 , 1585
(15:50:42.821) ,136524 ,   6 , 1586
(15:50:42.826) ,136610 ,   5 , 1587
(15:50:42.832) ,136696 ,   5 , 1588
(15:50:42.838) ,136782 ,   4 , 1589
(15:50:42.844) ,136868 ,   4 , 1590
(15:50:42.851) ,136954 ,   5 , 1591
(15:50:42.857) ,137040 ,   5 , 1592
(15:50:42.865) ,137126 ,   3 , 1593
(15:50:42.871) ,137212 ,   6 , 1594
(15:50:42.877) ,137298 ,   5 , 1595
(15:50:42.884) ,137384 ,   7 , 1596
(15:50:42.890) ,137470 ,   5 , 1597
(15:50:42.897) ,137556 ,   5 , 1598
(15:50:42.903) ,137642 ,   5 , 1599
(15:50:42.909) ,137728 ,   5 , 1600
(15:50:42.917) ,137814 ,   7 , 1601
(15:50:42.924) ,137900 ,   6 , 1602
(15:50:42.932) ,137986 ,   3 , 1603
(15:50:42.938) ,138072 ,   5 , 1604
(15:50:42.944) ,138158 ,   6 , 1605
(15:50:42.951) ,138244 ,   5 , 1606
(15:50:42.957) ,138330 ,   5 , 1607
(15:50:42.963) ,138416 ,   5 , 1608
(15:50:42.970) ,138502 ,   6 , 1609
(15:50:42.976) ,138588 ,   5 , 1610
(15:50:42.983) ,138674 ,   4 , 1611
(15:50:42.989) ,138760 ,   5 , 1612
(15:50:42.996) ,138846 ,   6 , 1613
(15:50:43.002) ,138932 ,   6 , 1614
(15:50:43.008) ,139018 ,   5 , 1615
(15:50:43.016) ,139104 ,   4 , 1616
(15:50:43.022) ,139190 ,   4 , 1617
(15:50:43.028) ,139276 ,   5 , 1618
(15:50:43.034) ,139362 ,   5 , 1619
(15:50:43.040) ,139448 ,   5 , 1620
(15:50:43.048) ,139534 ,   3 , 1621
(15:50:43.054) ,139620 ,   5 , 1622
(15:50:43.060) ,139706 ,   7 , 1623
(15:50:43.067) ,139792 ,   6 , 1624
(15:50:43.073) ,139878 ,   6 , 1625
(15:50:43.080) ,139964 ,   3 , 1626
(15:50:43.086) ,140050 ,   6 , 1627
(15:50:43.092) ,140136 ,   5 , 1628
(15:50:43.101) ,140222 ,   5 , 1629
(15:50:43.107) ,140308 ,   6 , 1630
(15:50:43.115) ,140394 ,   3 , 1631
(15:50:43.122) ,140480 ,   4 , 1632
(15:50:43.128) ,140566 ,   6 , 1633
(15:50:43.134) ,140652 ,   6 , 1634
(15:50:43.140) ,140738 ,   4 , 1635
(15:50:43.148) ,140824 ,   3 , 1636
(15:50:43.154) ,140910 ,   4 , 1637
(15:50:43.160) ,140996 ,   5 , 1638
(15:50:43.167) ,141082 ,   6 , 1639
(15:50:43.173) ,141168 ,   6 , 1640
(15:50:43.180) ,141254 ,   6 , 1641
(15:50:43.187) ,141340 ,   4 , 1642
(15:50:43.192) ,141426 ,   5 , 1643
(15:50:43.200) ,141512 ,   4 , 1644
(15:50:43.206) ,141598 ,   5 , 1645
(15:50:43.212) ,141684 ,   6 , 1646
(15:50:43.219) ,141770 ,   5 , 1647
(15:50:43.225) ,141856 ,   4 , 1648
(15:50:43.232) ,141942 ,   3 , 1649
(15:50:43.239) ,142028 ,   4 , 1650
(15:50:43.245) ,142114 ,   4 , 1651
(15:50:43.252) ,142200 ,   4 , 1652
(15:50:43.258) ,142286 ,   5 , 1653
(15:50:43.265) ,142372 ,   4 , 1654
(15:50:43.273) ,142458 ,   4 , 1655
(15:50:43.281) ,142544 ,   4 , 1656
(15:50:43.287) ,142630 ,   3 , 1657
(15:50:43.293) ,142716 ,   4 , 1658
(15:50:43.301) ,142802 ,   4 , 1659
(15:50:43.307) ,142888 ,   4 , 1660
(15:50:43.317) ,142974 ,   5 , 1661
(15:50:43.324) ,143060 ,   5 , 1662
(15:50:43.331) ,143146 ,   4 , 1663
(15:50:43.339) ,143232 ,   5 , 1664
(15:50:43.346) ,143318 ,   7 , 1665
(15:50:43.353) ,143404 ,   6 , 1666
(15:50:43.359) ,143490 ,   5 , 1667
(15:50:43.366) ,143576 ,   4 , 1668
(15:50:43.372) ,143662 ,   4 , 1669
(15:50:43.380) ,143748 ,   6 , 1670
(15:50:43.387) ,143834 ,   6 , 1671
(15:50:43.393) ,143920 ,   5 , 1672
(15:50:43.400) ,144006 ,   7 , 1673
(15:50:43.407) ,144092 ,   7 , 1674
(15:50:43.413) ,144178 ,   7 , 1675
(15:50:43.419) ,144264 ,   6 , 1676
(15:50:43.425) ,144350 ,   6 , 1677
(15:50:43.432) ,144436 ,   6 , 1678
(15:50:43.438) ,144522 ,   6 , 1679
(15:50:43.444) ,144608 ,   4 , 1680
(15:50:43.452) ,144694 ,   5 , 1681
(15:50:43.459) ,144780 ,   5 , 1682
(15:50:43.465) ,144866 ,   5 , 1683
(15:50:43.471) ,144952 ,   5 , 1684
(15:50:43.478) ,145038 ,   4 , 1685
(15:50:43.485) ,145124 ,   6 , 1686
(15:50:43.491) ,145210 ,   6 , 1687
(15:50:43.499) ,145296 ,   6 , 1688
(15:50:43.506) ,145382 ,   3 , 1689
(15:50:43.513) ,145468 ,   5 , 1690
(15:50:43.520) ,145554 ,   3 , 1691
(15:50:43.526) ,145640 ,   5 , 1692
(15:50:43.533) ,145726 ,   6 , 1693
(15:50:43.538) ,145812 ,   6 , 1694
(15:50:43.545) ,145898 ,   6 , 1695
(15:50:43.552) ,145984 ,   5 , 1696
(15:50:43.558) ,146070 ,   6 , 1697
(15:50:43.565) ,146156 ,   5 , 1698
(15:50:43.571) ,146242 ,   5 , 1699
(15:50:43.576) ,146328 ,   6 , 1700
(15:50:43.581) ,146414 ,   5 , 1701
(15:50:43.588) ,146500 ,   5 , 1702
(15:50:43.592) ,146586 ,   5 , 1703
(15:50:43.599) ,146672 ,   5 , 1704
(15:50:43.606) ,146758 ,   5 , 1705
(15:50:43.611) ,146844 ,   7 , 1706
(15:50:43.617) ,146930 ,   6 , 1707
(15:50:43.622) ,147016 ,   6 , 1708
(15:50:43.627) ,147102 ,   6 , 1709
(15:50:43.633) ,147188 ,   5 , 1710
(15:50:43.638) ,147274 ,   5 , 1711
(15:50:43.643) ,147360 ,   5 , 1712
(15:50:43.651) ,147446 ,   5 , 1713
(15:50:43.656) ,147532 ,   6 , 1714
(15:50:43.661) ,147618 ,   6 , 1715
(15:50:43.667) ,147704 ,   5 , 1716
(15:50:43.672) ,147790 ,   5 , 1717
(15:50:43.677) ,147876 ,   6 , 1718
(15:50:43.685) ,147962 ,   6 , 1719
(15:50:43.691) ,148048 ,   4 , 1720
(15:50:43.698) ,148134 ,   5 , 1721
(15:50:43.705) ,148220 ,   7 , 1722
(15:50:43.713) ,148306 ,   4 , 1723
(15:50:43.722) ,148392 ,   3 , 1724
(15:50:43.730) ,148478 ,   5 , 1725
(15:50:43.739) ,148564 ,   7 , 1726
(15:50:43.747) ,148650 ,   7 , 1727
(15:50:43.754) ,148736 ,   6 , 1728
(15:50:43.762) ,148822 ,   3 , 1729
(15:50:43.772) ,148908 ,   3 , 1730
(15:50:43.779) ,148994 ,   6 , 1731
(15:50:43.787) ,149080 ,   5 , 1732
(15:50:43.795) ,149166 ,   7 , 1733
(15:50:43.803) ,149252 ,   6 , 1734
(15:50:43.813) ,149338 ,   3 , 1735
(15:50:43.821) ,149424 ,   6 , 1736
(15:50:43.830) ,149510 ,   5 , 1737
(15:50:43.837) ,149596 ,   5 , 1738
(15:50:43.844) ,149682 ,   6 , 1739
(15:50:43.852) ,149768 ,   6 , 1740
(15:50:43.860) ,149854 ,   6 , 1741
(15:50:43.868) ,149940 ,   5 , 1742
(15:50:43.876) ,150026 ,   5 , 1743
(15:50:43.884) ,150112 ,   5 , 1744
(15:50:43.890) ,150198 ,   5 , 1745
(15:50:43.899) ,150284 ,   4 , 1746
(15:50:43.906) ,150370 ,   5 , 1747
(15:50:43.915) ,150456 ,   4 , 1748
(15:50:43.921) ,150542 ,   8 , 1749
(15:50:43.927) ,150628 ,   8 , 1750
(15:50:43.933) ,150714 ,   7 , 1751
(15:50:43.938) ,150800 ,   6 , 1752
(15:50:43.943) ,150886 ,   7 , 1753
(15:50:43.948) ,150972 ,   6 , 1754
(15:50:43.953) ,151058 ,   6 , 1755
(15:50:43.958) ,151144 ,   6 , 1756
(15:50:43.966) ,151230 ,  10 , 1757
(15:50:43.971) ,151316 ,   6 , 1758
(15:50:43.976) ,151402 ,   6 , 1759
(15:50:43.982) ,151488 ,   5 , 1760
(15:50:43.989) ,151574 ,   6 , 1761
(15:50:43.997) ,151660 ,   3 , 1762
(15:50:44.003) ,151746 ,   6 , 1763
(15:50:44.008) ,151832 ,   6 , 1764
(15:50:44.015) ,151918 ,   6 , 1765
(15:50:44.021) ,152004 ,   3 , 1766
(15:50:44.026) ,152090 ,   5 , 1767
(15:50:44.032) ,152176 ,   6 , 1768
(15:50:44.038) ,152262 ,   6 , 1769
(15:50:44.043) ,152348 ,   6 , 1770
(15:50:44.049) ,152434 ,   6 , 1771
(15:50:44.054) ,152520 ,   6 , 1772
(15:50:44.059) ,152606 ,   8 , 1773
(15:50:44.065) ,152692 ,   5 , 1774
(15:50:44.070) ,152778 ,   7 , 1775
(15:50:44.075) ,152864 ,   6 , 1776
(15:50:44.081) ,152950 ,   5 , 1777
(15:50:44.087) ,153036 ,   6 , 1778
(15:50:44.092) ,153122 ,   6 , 1779
(15:50:44.098) ,153208 ,   6 , 1780
(15:50:44.103) ,153294 ,   5 , 1781
(15:50:44.108) ,153380 ,   6 , 1782
(15:50:44.115) ,153466 ,   6 , 1783
(15:50:44.120) ,153552 ,   5 , 1784
(15:50:44.125) ,153638 ,   6 , 1785
(15:50:44.131) ,153724 ,   6 , 1786
(15:50:44.136) ,153810 ,   6 , 1787
(15:50:44.141) ,153896 ,   6 , 1788
(15:50:44.147) ,153982 ,   5 , 1789
(15:50:44.153) ,154068 ,   4 , 1790
(15:50:44.166) ,154154 ,   3 , 1791
(15:50:44.177) ,154240 ,   3 , 1792
(15:50:44.187) ,154326 ,   3 , 1793
(15:50:44.194) ,154412 ,   6 , 1794
(15:50:44.202) ,154498 ,   6 , 1795
(15:50:44.209) ,154584 ,   6 , 1796
(15:50:44.216) ,154670 ,   8 , 1797
(15:50:44.223) ,154756 ,   6 , 1798
(15:50:44.231) ,154842 ,   6 , 1799
(15:50:44.237) ,154928 ,   7 , 1800
(15:50:44.244) ,155014 ,   7 , 1801
(15:50:44.251) ,155100 ,   7 , 1802
(15:50:44.258) ,155186 ,   6 , 1803
(15:50:44.268) ,155272 ,   6 , 1804
(15:50:44.275) ,155358 ,   3 , 1805
(15:50:44.283) ,155444 ,   6 , 1806
(15:50:44.290) ,155530 ,   6 , 1807
(15:50:44.299) ,155616 ,   4 , 1808
(15:50:44.308) ,155702 ,  13 , 1809
(15:50:44.318) ,155788 ,   5 , 1810
(15:50:44.325) ,155874 ,   3 , 1811
(15:50:44.333) ,155960 ,   8 , 1812
(15:50:44.341) ,156046 ,   3 , 1813
(15:50:44.350) ,156132 ,   6 , 1814
(15:50:44.358) ,156218 ,   6 , 1815
(15:50:44.366) ,156304 ,   3 , 1816
(15:50:44.374) ,156390 ,   6 , 1817
(15:50:44.382) ,156476 ,   6 , 1818
(15:50:44.391) ,156562 ,   9 , 1819
(15:50:44.400) ,156648 ,   8 , 1820
(15:50:44.408) ,156734 ,   6 , 1821
(15:50:44.417) ,156820 ,   6 , 1822
(15:50:44.426) ,156906 ,   5 , 1823
(15:50:44.433) ,156992 ,   6 , 1824
(15:50:44.440) ,157078 ,   6 , 1825
(15:50:44.447) ,157164 ,   6 , 1826
(15:50:44.454) ,157250 ,   6 , 1827
(15:50:44.461) ,157336 ,   6 , 1828
(15:50:44.468) ,157422 ,   6 , 1829
(15:50:44.475) ,157508 ,   6 , 1830
(15:50:44.482) ,157594 ,   3 , 1831
(15:50:44.489) ,157680 ,   3 , 1832
(15:50:44.499) ,157766 ,   3 , 1833
(15:50:44.510) ,157852 ,   3 , 1834
(15:50:44.519) ,157938 ,   6 , 1835
(15:50:44.525) ,158024 ,   3 , 1836
(15:50:44.533) ,158110 ,   3 , 1837
(15:50:44.541) ,158196 ,   3 , 1838
(15:50:44.550) ,158282 ,   3 , 1839
(15:50:44.562) ,158368 ,   3 , 1840
(15:50:44.577) ,158454 ,   3 , 1841
(15:50:44.592) ,158540 ,   3 , 1842
(15:50:44.606) ,158626 ,   3 , 1843
(15:50:44.618) ,158712 ,   3 , 1844
(15:50:44.631) ,158798 ,   3 , 1845
